"text","label","pred1"
"my nig jus found out his girl fuckin anotha nig so he meets up wit dis nigga",1,0
"my nig jus said ain t nuttin worse den a fat loud hoe tru fuckin story",0,1
"my nig kkeldalegend took me out for some more of that good old new orleans soul food",2,2
"my nig said he don t see the differences between pornos and monster ball my face",1,2
"my nigga bolin does nothing but win with the bitches breh",1,1
"my nigga calls fat bitches porkers lmao",1,1
"my nigga dm d a bitch and said ur eyes are so beautiful they melt me lmaoooo nigga thought he was reading a romantic comedy movie script",1,0
"my nigga got me hanging out with his fat catfish bitch smh",1,1
"my nigga mister meaner just hope back on the bitch",1,1
"my nigga so stiff but his bitch even stiffer me that is",1,1
"my nigga was drinking gatorade like it s not dumass hot lol bitch drink water",1,1
"my niggah",1,0
"my niggah i slept perfect",1,0
"my niggah i was waiting all weekend to take these shits",1,0
"my niggah my niggah",1,0
"my niggah watch me be awake till",1,0
"my niggas bigger then the bouncer roll up in the bitch still smell like an ounce",1,1
"my nigguh",1,2
"my nigguh me naturally forever be fly",1,2
"my nips are cold",2,0
"my nudes are trash",2,0
"my partna from mississippi told me weeks ago i got weeks to fuck all these ok hoes i m stepping my game up",1,1
"my phone acting retarded",1,1
"my phone is finally back on bitches no more textnow",1,0
"my phone on fml i still gotta get to the yellow sign lol motivation lol btw i zoomed in x lol",2,0
"my pits be stankin from doin dem flows is hard on a ol colored body in da heat dem white women be pushy when day want dare flows fixed",2,0
"my playlist goes something like this smoke tracks for my niggas reggaeton bachata for the bitches and slow jams for that lucky lady",1,1
"my po heart still beatin fast da way dat nigger scream into dat microphone i felt like i be at da welfare office and cut da line",1,2
"my problem is i got a strong idgaf attitude ion show no feelings to these pussy mfs",1,1
"my problem is caring about bitches amp noggas",1,1
"my pussy ass car won t start it s scared of the cold",1,0
"my pussy popz severely",1,0
"my pussy taste like pepsi cola",1,0
"my pussy tastes like pepsi cola",1,0
"my pussy worth",1,0
"my reaction when a spoiled white kid says nigga like they a thug everytime whiggers",1,1
"my roommate is eating so obnoxiously i wanna fucking slit his throat",1,0
"my sex game better than yo ex niggah",1,0
"my shift won t be over no time so in the mean time im doing what i have to go to get by and if it means tweeting trash i will",2,0
"my side pieces have real jobs nigga i don t fuck with no birds",1,0
"my sister called the chinks an asked was they open ctfu she fried",1,2
"my sister is a bitch my nephew got his first haircut and he s bald",1,0
"my sister is such a bitch",1,1
"my sister is such a bitch to me when she don t get her way",1,0
"my sister said my step mom is a cunt lt i love my sister",1,1
"my sister told me that i look like a bird while my past told me that i look like an alien",2,0
"my sisters bitching that she has school tomorrow like i don t fuck up hoe at least you aren t up studying right now",1,1
"my slap a bitch sense is coming",1,1
"my son is and still has issues tying his shoes because he s barefoot all the time in case you wanted to know my hillbilly status",2,0
"my stomach hurt like a bitch yoo",1,0
"my tail just said he dropped k to pay off the last of his student loans and clams he is broke nigga u just dropped k like its nothing",1,0
"my taste in music goes from love song to pop that pussy bitch in like seconds",1,1
"my teacher always says has a man ever abused his wife while using marijuana not unless she hides the oreo cookies then she deserves it",2,0
"my teacher called my mom cus i was eating in class fucking bitch",1,0
"my teacher talm bout she would make every senior go to da army fa yrs bitch please meat ainnn doin uh damn thang",1,1
"my two main wiggas and i",1,0
"my walmart tee s count as designer rt these niggas hoes in designer clothes",1,0
"my whole goal is to fuck someone bitch and cause turmoil in a happy relationship",1,0
"my wigga rt ryan gosling knocked up eva mendes swag that man the fuck out",1,0
"my wigga",1,1
"my worse bitch looks better than your main bitch now that s bad right there lol",1,1
"mykel stay wit all the bad bitches",1,1
"n i m so tired of hearing he wouldn t do it for u ol bitch he wouldn t have too my people dont play on my end",1,0
"n dat bitch sound like a man if dats ya grandma fucc yu too",1,1
"n then the hoe sooooo ugly like bitch you ugly dog like dumb stupid ass ugly like",1,1
"n a hit the butta slide at the end of that bitch",1,1
"nba allstar weekend is an unofficial negro holiday",1,1
"nba handle your zebras",2,0
"nevermind i found them in the trash",2,0
"new nashville noise loves burgers honky tonks and grabs a pizza",2,0
"news flash when you pay taxes you are paying for everything you bitch about irs governmentaffairs obamacare",1,1
"news flash obama won the election and increase their numbers in congress stop with the bullshit already and compromise bitches",1,1
"nfc south is trash juice",2,0
"nj sole sole sauce get those soles icy again",2,0
"no you don t have haters people just don t like you get over yourself hoe",1,1
"nyc media last week lol look at the flyover peckerwoods freaking out nyc media now bring out your dead",2,0
"na nigguh i don t know how you rock",1,0
"nah really the man at bg breh nigga got random bitches at the bar coming up to me like i attend the university this is crazy",1,1
"nah electric fairy tale seems cool but i d rather buy some drugs with that money",2,0
"nah i definitely gotta find me a bitch to drive me around in my whip while i m drunk to this ty dolla ign tape b it s only right",1,0
"nah mimi a bitch",1,1
"nah bitch apples apples apples but bitch nawl cuz oranges oranges oranges bitch you dumb as fuck",1,1
"nah bitch you just ugly",1,1
"nah fuck bungie they ain t givng me nno drops stingy ass niggas rt you trash at destiny if you aint at least",1,0
"nah fuck em bitter heat bitches funny seeing heat and bulls fans get along lol",1,1
"nah if she wus freak an got smutted by multiple niggas you jis then cuffed up a hoe",1,1
"nah just yo hoe she just swung matter fact rt yu get hoes",1,1
"nah my nigga just tried to set me up with the ugliest bitch of all time at the club just now we officially ain t friends no more dawg wtf",1,1
"nah nicca wth are my cheese fries rt get me one bring it to the barber sshop at please",1,0
"nah nicca its to light to be my dark ass lol rt and i knowww thats your baby picture lol",1,0
"nah nicca you got gas rt blowing gas",1,0
"nah these hoes dms broke tho",1,1
"nah watch the hoes thats jus gettin fucked start tweetin bout make love",1,1
"nah we still up rt all the flat booty bitches asleep yet or nah",1,1
"nah its over gt people don t tell artists what do to that s defies the definition of what we are trying to show youpeople retards game",2,1
"naked bitches give me bubble baths",1,1
"nannie bitch don t talk to that hoe with ha extra bs ass",1,1
"naomi campbell rihanna miley cyrus crazy bitches lol",1,1
"nappy chin hairs bitch i m mothafuckin q",1,0
"national review calls gay marriage lawlessness oregon tcot gop nom lol teabaggers",2,0
"naturally when a shitty leftist rag talks trash about another shitty leftist rag you better fall in line or you re out of the club crw",1,2
"nature s majesty is beautiful melts butter rt photo rare blue colored red king crab caught in alaska waters",2,0
"naughty mature av model has her sweet pussy spread by a huge dick",1,0
"naw i m just playin i only fucked with bad bitches",1,1
"naw rt am i the only one mad that espn gonna be talking about faggot ass penn state all week",0,1
"naw bitch i ain t meek mills",1,0
"naw bitch you goin against a monster lol lyrical maniac",1,1
"naw she not a hoe she just a freeky girl",1,1
"nawwww if you a hoe you sittin on the floor and not my damn couuuuuch",1,1
"nd these hoes all kno i m workin wit a i ain t talking bout a gun i m talking feel it in ya spine",1,1
"nd y all thought bitches knew how to accessorize",1,1
"need a bitch to drop it down for a niggah",0,1
"need some hispanic pussy",1,1
"nelly got all the hoes singin lol",1,1
"neva trust a bitch",1,1
"never again will i put so much into a relationship unless the bitch actually puts more effort into it than me",1,1
"never argue with a bitch that s at the bottom of the food chain",1,1
"never been a bitch",1,0
"never bring these hoes to my house cause these bitches talk",1,1
"never did like that bitch",1,1
"never gas hoes but i do take they ass home",1,1
"never give a bitch the impression that u need them",1,1
"never give the next bitch an opportunity to prosper off of your name",1,1
"never go full retard",1,1
"never keep leeches in your life if bitches take more than they give it s time to cut them off",1,1
"never leave your trust in a bitch",1,1
"never let a boy make you feel like you re anything less than a bad bitch",1,1
"never let them hoes get in between of what we started",1,1
"never lettin dat nigguh used twitter in my phone again",1,2
"never messed with a hoe that went to jail unless i didn t know her last name",1,1
"never put nothin pass these hoes cause all of these hoes straight ratchet",1,1
"never seen a pussy he didn t like",1,1
"never seen a tinted yellow tongue before she just ate a lemon jolly rancher",2,1
"never seen purple bird poop until today lol",2,0
"never seen yo bitch but i bet i could fuck her on the first day",1,1
"never take a bitch where you stay never keep work where you lay",1,1
"never tell a bitch that i love her",1,1
"never tell a bitch what u up to",1,1
"never that serious rt thought you was finna cruise with a new bitch",1,1
"never trust a bitch cause these bitches fuckin anyone say you know a faithful bitch where she at i gotta get me one",1,1
"never trust a bitch you took from a nigga",1,1
"never trust a nicca who volunteers another man info",1,0
"never turned my back on the birds",2,0
"never will we be an item psycho bitch",1,1
"neverrr play me for stupid because i m far from it you bitches might be stupid but not me",1,1
"new jersey should be yellow with a green chevron stripe like charlie brown s jersey",2,0
"new avi bitches be weak",1,1
"new bitch already and it s the second episode",1,1
"new boss said my buttons on my shirt can t be white so i colored them hoes with a sharpie glossy",1,0
"new pussy ain t always better",1,1
"new show announced in lutsen mn at papa charlies on december",2,0
"new show announced in lutsen mn at papa charlies on january",2,0
"new song coming out ray rice that hoe",1,1
"new strategy to get bitches be bruno mars",1,1
"new test makes your poop neon colored if you have colon cancer",2,0
"new years ever get at me bitch loaded gfu",1,0
"next sunday faggot",1,1
"next bitch i fuck i m goin to her spot lol",1,1
"next time u gone call a darky a nicca call dat coon a jungle bunny boondocks p s i",0,2
"next time you leave magic trash in my jacket try not to have your initials written on them",2,0
"nicca in my dm talkn bout follow his instagram lame nicca i now no longer follow you on twitter wheretheydothatat",1,0
"nicca n dis bitch playin games on his phone",1,1
"niccas be gassing hoes they never gone pop smh prolly never gone meet her wastedenergy",1,1
"niccas be hating on my nicca jeezy realtalk",1,0
"niccas be walking flats to catch a nicca they kno in the club",1,0
"niccas been deerin me err weekend but i bet i hit dat a dolo dis weekend if niccas playin",1,0
"niccas catchin dem theft under charges out here shit ugly i guess niccas tryn get it fa da holidays",1,0
"niccas get a few dollars and start playing these roles tryna shit on yo niccas instead of playing these hoes",1,1
"niccas use to be like you always tryn pull a finesse duh nicca i need mine",1,0
"nice base running again by the fucking ponderous",1,0
"nicholas rushlow wearing lucky yellow shirt nails theophylline bitter crystalline compound extracted from tea leaves spellingbee",2,0
"nick cannon movie a year old bitch in texas was pretending to be and went to high school months",1,1
"nicki gottem mad as fuck tho however credit due to cassidy for the response he didn t diss nicki but killed you lookin ass bitches",1,1
"nicki said fuck those skinny bitches uh oh",1,1
"nigga i fire this nina like it s the first day in the job and the bitch over slept",1,1
"nigga i got pill poppin bitches in the backkkk of the cherokee",1,1
"nigga tyrese on walking dead is a bitch smh",1,0
"nigga a dyke rt rt melo garbage ass just now hitting k",1,1
"nigga be a straight gentleman then he speaks bitch comes with that funky ass attitude then the gentleman shit goes out the window",1,0
"nigga ended up going juco messing with them hoes and then signed a the smallest of d s moral of the story take what u can get",1,1
"nigga fuck hoe ion want fuck yo hoe she a fat chick amp she bad built",1,1
"nigga fuck up ain t none of that shit goin down with yo niggas rt you niggas think you feeling bitch my niggas you",1,0
"nigga getcho bitch treat her how she wanna be treated but i ain t triccin",1,0
"nigga gone have to get a room like a bitch",1,1
"nigga got lean pong i know niggas be outta there in that hoe",1,1
"nigga gotta find them hoes quick",1,1
"nigga hungry then a bitch too",1,1
"nigga i wus graduating rt if you wasn t in the th grade in you a hoe",1,1
"nigga ill take ya main hoe make her call her home girl and make em share the same dick",1,0
"nigga just had them crackers on a chase",0,0
"nigga payback s a bitch",1,0
"nigga pee wee is a bitch",1,1
"nigga retweets the most trash shit",1,0
"nigga said dates is pussy installment plans so is that why you gotta keep saying her when you get it cuz it s never truly yours",1,0
"nigga was sweating like a guilty preacher in that bitch",1,1
"nigga you a pussy hope you got lives",1,1
"nigga you is a fool i feel like eatin nd beatin a pussy up",1,1
"nigga you made it rt nigga we made it best rider that goes to a blaxican",1,0
"nigga yu bitch made",1,1
"nigga this bitch is scaring me pass me the blunt",1,1
"nigga lol idk elway trying to snatch everybody rt come on redskins shitttt go sign revis idk what he want lls",1,0
"niggah niggah niggah don t believe me just wacthh",0,0
"niggahs actin like they pimps but they pay the bitch",1,1
"niggahs need to keep there bitches in check",1,1
"niggahs watch who you fucking just to hate on your bitches",1,1
"niggas a buy a outfit to impress a bitch",1,1
"niggas actin like hoes most of em bitches",0,1
"niggas ain t loyal gott bitches stiffer than you",1,1
"niggas aint worried bout other niggas messin wit dey hoes niggas worried boit hoes messin wit dey hoes",1,1
"niggas already acting like bitches so why not get a real bitch right hell if you gone act like a pussy i rather just have one shit",1,1
"niggas are funny amp karma is a bitch good morning",1,0
"niggas are so fucking gay and they try to cancel it out by saying nah were bros it s cool nahhhhhaahahahaha you a faggot bruh",0,1
"niggas at the march looking for hoes amp they out there too i m sure of it",1,0
"niggas be bitches hoes be bitches ion see no difference",1,1
"niggas be frontin for some pussy they ain t wit me",1,0
"niggas be having loyal pussy on call and still be thirsty as fuck like bro go fuck your woman amp get some of them hormones out lol",1,0
"niggas be impregnating the most basic of bitches no job don t know how to drive a car no money no house n wonder why they miserable",1,1
"niggas be in they feelings when they find out their hoe fuckin another nigga stopsavinthesehoes",0,1
"niggas be like when they see they side bitch cashin another nigga hello mutha fucka",1,1
"niggas be pressed for pussy it aint nothing",1,0
"niggas be so dehydrated if i wanted my pussy ate everyday for the rest of this year it would happen",1,0
"niggas be tryna fuck the next nigga bitch not knowing their bitch the next nigga bitch",1,1
"niggas be wanting bitches with money but be broke as dirt",1,1
"niggas cant stand me cuz they bitches be feelin a nigga get mad at yo so called girl",1,1
"niggas cheat on they bitch and don t expect no pay back whatsoever yall just as naive as these bitches",1,1
"niggas cry when they get hit high and cry when they get hit low nfl full of pussies now",1,1
"niggas deserve better bitches",0,1
"niggas excited by these bitches them the weird boys",1,1
"niggas fall in love with an evil bitch and turn they back on they friends its cool tho",1,1
"niggas get pussy in the friend zone",1,0
"niggas go crazy over bitches now a days like calm yo happy ass down",1,1
"niggas gossip like hoes man i ain t wid that shit",1,1
"niggas hate me cuz they know im a threat to them amp they bitches",1,1
"niggas is bitches",1,1
"niggas is hoes onhere and in real life too",1,0
"niggas is pure suckas if you got a problem with ya mans address that shit discuss it amp squash it only bitches hold grudges",1,1
"niggas is straight hoes bruh i ma stop fuckin with em",1,1
"niggas killin the same nigga s they grew up with amp amp these bitches fuckin the same nigga s they homegirl was inlove with",1,1
"niggas needa stop wearing mk that s for bitches lol",1,1
"niggas only get fucked up only on weekends and i get fucked up daily bitch i still do it bigger not on my level",1,0
"niggas put on wigs and act like bitches for retweets that shit fu",1,1
"niggas really be dickin over these hoes ona gram thats the reason they got the big head now",1,1
"niggas retarded lol",1,1
"niggas see you wit da yellow dey wanna hit you up",1,0
"niggas sleepin with bitches grandmas lmfao maury fake af",0,1
"niggas sooooo pussy i swear i don t talk i m all action",1,0
"niggas spend just to look good for a bitch they wouldn t even buy cent burger for",1,1
"niggas swear they don t trust these hoes but be fucking raw smh",1,1
"niggas talk more than bitches these days",1,1
"niggas talk more then bitches these days",1,1
"niggas talking bout these hoes ain t loyal but they been to different barbers",1,1
"niggas that eat mussels eat pussy too str facts",1,0
"niggas trash af",1,0
"niggas wear wigs more than bitches these days",0,1
"niggas who stand in line for jays mad at me now ehh fuck you i pull hoes nd stunt without em on",1,0
"niggas who talk about pussy the most get the least rt what a shine box glittery pussy",1,0
"niggas wifing hoes amp ugly bitches i get on facebook just to remind myself i m doing fine",1,1
"niggas will call a female a hoe or thot then mins later go to and thirst over a porn star",1,1
"niggas with bitch tendencies",1,1
"niggas wonder why bitches be on that fucc a nigga shit cuz these niggas be on that she just another bitch shit",1,1
"niggas bitches cheat cause mf s always think they gettin played",0,1
"niggaz been making trash lately well not everybody but some lol",1,0
"niggaz irrational these days quick to jump bad bout a bitch",1,1
"niggaz retweet bitch ass niggaz but won t retweet a real nigga",1,0
"night bitches",1,1
"night niggers",1,2
"nike dc is trash",2,0
"nikki minaj is proof that natural is better minimal is best some of y all hoes be overdoing it",1,1
"nikko a gay bitch",1,1
"nile rt i m really sad that i don t have enough friends to ever be called a pack of niggers with that s my fuckin dream",1,2
"nino brown oh das me rt nino brown on yall hoes",1,0
"nippin these clarke motel bitches they get free pizza every day and don t tip shit also never give us any business game is over",1,1
"nipple banana monkey",2,1
"no i don t love these hoes and fuck these niggas fuckem",1,1
"no bitch i don t have anything to hide i just don t like people looking through my phone",1,0
"no bitch you slut rt chill",1,1
"no cuz redskins are dumpster juice rt game of the week still the best rivalry in sports",2,0
"no face no trace pussy boys snatch",1,1
"no fucks given about the nfl draft it s baseball season bitch",1,1
"no girls no hoes just me myself and i",2,0
"no half breed spic has any right to say anything to any anglo ever and should be killed for doing so",0,2
"no hoe shit tho i was bout to say perro got butt naked bitches doing dishes",1,1
"no i dont own the pussy i just sample it",1,0
"no less than bad bitches in my bed at a time",1,1
"no matter how hard you try to be rude mf s they keep talking to you like bitch do i know you",1,0
"no more snapchat selfies no more instagram selfies no more nothing i will not be a bad bitch a week man what am i going to do",1,0
"no more hoes n oz",1,1
"no more speculation no more mock drafts it s finally draft day bortleskombat stormwarning builtbyucf chargeon",2,0
"no need to tweet these bitches know my status",1,1
"no nigga a leave a chick with some good pussy unless he just paper chasin",1,1
"no officer i wasn t drunk driving i was swerving on them hoes",1,0
"no one can take your woman they can only take your hoe",1,1
"no one goes into psychiatry to help people those people are all immoral everyone who works in that field is pure trash",0,1
"no one has even eaten a twinkie in like decades",2,0
"no one understands how much it pisses me off when people use the word retard",1,1
"no police department that hires gypsies half breeds and nigglets should be trusted",0,2
"no saving hoes",1,1
"no sex bitch i only want the neck bitch",1,1
"no skimp shit here bitch",1,1
"no sleep sleep is for pussies",1,1
"no summer school eat a dick school im done with your bitch ass",1,1
"no thanks lady you look like you just got off the white trash train i d rather not catch a disease kthxbai",1,0
"no these are only whites pies well do you have any negro pies",0,2
"no this bitch did not yell down the steps to tell me don t eat her damn chicken tf",1,1
"no this little hood bitch did not just try to take me to task for joking with my niece about not being a lesbian ch gt gt",1,1
"no time for bitch niggas",1,1
"no time for chasing after someone is like turning up off wine coolers you look like a bitch when you really think about it lol",1,0
"no way all u niggers are employees of the month",1,2
"no wealth doesn t insulate from being called nigger but still does improve empirical quality of life outcomes phenomenally",1,2
"no wonder these ppl that call themselves niggas amp thugs able to convince their hoes false ideas about men like me in our intellectual dress",1,1
"no a dog like that needs bitches and he ain t ever gonna get bitches with that on him",1,1
"no its wrong to try to change faggots gt there is no therapy so tcot should understand and sympathize like they are retards gt",0,1
"no she s gonna sit tf down amp text her hoes she s not gonna care about what you re doing",1,1
"noap not taking them rt maca root pills making my vagina do the wop",2,0
"nobody cares you fucking fag damn you bring bitches water even though youre thirsty as fuck fucknigga",1,1
"nobody ever got famous by being a whiny bitch either change the things that make you unhappy or be a whining turd farmer",1,1
"nobody gives me a trophy cause i m old and colored favstartweets",2,0
"nobody is going to say anything about how unloyal sterling s side bitch is",1,1
"nobody on planet earth more protective than bull dykes",1,0
"nobody should ever have sex with a dirty dick or pussy that says a lot about you if you fuck em knowing they smell like chitlings",1,1
"nobody wit me im on all alone shit so dont think im actin funny when im in my zone bitch",1,0
"none of my bitches can stay over",1,1
"none of us went to these prestigious establishments so we re clearly not as superior as these fucking retards",0,1
"nooo not sailor moon and squad in the club w all my bitches lookin good",1,1
"nope it s just yellow otl",2,0
"norbit mad as a bitch lmfaooooooo",1,1
"norwalk ghetto af lol all of a sudden everyone a dodger and raider fan",2,1
"nose goes on taking out the trash this time",2,0
"not us bitches",1,1
"not bit of courtesy from any of these bainbridge isl ferry riders fuck em next time i think s gonna break down paybacks a bitch",1,0
"not all females constantly tweet about their boyfriends but i wish death on the ones that do tired of you and him bitch",1,0
"not all straight men i am frustrated unlike on okcupid queer folks don t have the ability to block",0,0
"not a cloud in sight too pretty to ho to work iwanttoplay",1,1
"not a fan of her guess im the minority rt beyonc ratchet ass is trash rt you re the anti christ kfromtheg",1,1
"not a neanudda bitch",1,1
"not a word on jihadi stream about the kurdish female suicide bomber in kobane that story undermines their mythology on several levels",2,1
"not about to play these games with this bitch",1,1
"not allowed to play flappy bird around grandma because she swears at me to stop swearing lol",2,0
"not associate but ya nicca",1,0
"not eating pussy is un american",1,0
"not even and i ve already smoked out countries bitch i do what the fuck i want",1,0
"not even sweating these hoes",1,1
"not every girl likes a sweet ass emoji ass nigguh some girls like a you sexy af ass nigguh",1,2
"not finna play with the bitches lmao",1,1
"not going to put up a red equals sign on my facebook because i m not a faggot but i m all for marriage equality prop",1,0
"not just exist but contribute and contribute to things they themselves enjoy that often it s a queer person behind those products",1,0
"not my fault yo bitch wanna flip me",1,1
"not one bitch is texting me right now followers inch rims inch tv and straight ass teeth but text messages ima kill myself",1,1
"not protected in the state of utah there is no fear of queer couples forcing churches to marry them they do not legally have to do so",1,0
"not really sure how to describe what s happening here eurotrash vip room",2,0
"not sure why teabaggers would care about nelson mandela being that he s one of them if you know what i mean teaparty tcot",2,0
"not sure why someone would put my pictures on a escort website i ain t selling pussy",1,0
"not that i plan on dying soon but i m totally going to write kenobi in as my sole heir he s the only thing locally under i can trust",2,0
"not the type to take it slow turn a good girl into a hoe spookyblack",1,1
"not to call you a bitch but they gone hate on my bitches",1,1
"not to sound like a total bitch but i m tired of peoples kids and the back to school pics we ain t post pics on the back to college day",1,0
"not trash just plain as fuck for and come on no elephant print on a",1,0
"not true rt every man has hoes bye",1,1
"not trying to follow any spooks no offense",0,0
"not ya grandma brownies wink wink",2,1
"note the rocketeer removes cardboard from launcher and carries it to a trash bin before fleeing tidyterrorist",2,0
"note khorasan is the old arabic name for parts of iran afghanistan not an invention of modern jihadis justsayin",2,1
"nothing good on tv and the are eating their balls innings in great",2,0
"nothing is too spicy and if it is stop being a fucking bitch eat more of it cry you fucking pussy",1,1
"nothing more yokel msu fan than to constantly reassess izzo aka our only consistent winner since d daugherty or biggie flipping munn",2,1
"nothing says teabagger like a millionaire complaining that they are broke huh hillaryclinton hillary give me a break lol p",2,0
"nothing worse than a baby bitch pussy go fly a kite",1,1
"notice i didn t tweet bytches bytch is different from bitch my logic and it werks",1,0
"notice i don t make music for niggas that don t get pussy drake lordknows",1,0
"now i am seeing chatter among jihadi fans taking credit for an alledged kidnapping of a frenchman in algeria france",2,1
"now i could say my name butttttt ya bitch already knows it",1,1
"now i don t even want to do anything son of a bitch",1,0
"now i seperate from niggas i don t trust niggas that ain t starve wit me and all the bitches i didn t fuc",1,1
"now i m gook boy shawty",2,2
"now i m listening to lil spook getting the good kinda sad imma be single this fall i know you ll getting annoyed with me on your tl but aye",2,0
"now unfollowing lol my pussy been turned off lately i won t be fucking no time soon forever dry",1,0
"now a days niqqas would rather be real wit a niqqa or bitch they wanna fuck wit rather than they day one niqqa smfh our generation is fallin",1,1
"now a days hoes be twerkin for new weave",1,1
"now a neighborhood nigga like me ain t supposed to get no pussy like this",1,1
"now all the hoes bout to post the saints lost but im still cute pics on the gram",1,0
"now da heat fans bacc y all niccas kill me ain t tweeted shit all damn game",1,0
"now don t you hate them ol lyin ass hoes smilin in ya face wearin her best friends clothes",1,1
"now infuriated jihadis are putting out murder requests on saudi fighter pilots who participated in the bombings in syria isis",2,1
"now my side bitch my main bitch bc my main hoe ain t feeling me no mo no mo",1,1
"now my side bitch my main bitch cause my main bitch aint feelin me no moe",1,1
"now niccas won t haircuts",1,0
"now put ya ass on this dicc let me know you that baddest lit bitch",1,1
"now that nicki minaj said fuck skinny bitches watch all these fat bitches come outta no where it s time to play",1,1
"now that s how you let the beat build bitch thats my ish rt as i hit the kill switch",1,1
"now the bitch tryin to do vids too gurl sit cho ass down",1,1
"now they cheating bitch yall defense sad as the fuck rt they about to cheat",1,1
"now this new bitch acting dumb tryna correct my every word",1,1
"now when i put this pussy on vivian she bet not be playing",1,0
"now you re drinking till you re unconscious feel me when you get a fine bitch",1,1
"now the jihadi networks waking up amp claiming raqqa radio confirmed two planes shot down amp pilot captured isis syria",2,1
"nower days the defenition of a bad bitch is how good her pussy is",1,1
"nuggas be to obsessed with the homies like the cant bag bitches",1,1
"nuh uh rt still counts rt i m only a hoe on twitter bae",1,1
"nuke town that pussy",1,1
"nyomi banxxx and skin diamond the last of the good ebony porn bitches",1,1
"og old faced hunnids with a young hoe",1,1
"ogs love too see a yung nicca come up",1,1
"oh no are you saying the democrats lost the teabagger vote lmao bobble head morningjoe",2,1
"ohh gt whine whine whine says my faggot ass steroid cream forgiving giants gt is busterposey takin shot from barrybonds is that it",1,1
"okc nigguh",1,2
"omg i m high as a bitch",1,0
"omg ugly faggot your a bad mother you should kill yourself like robin williams",0,1
"omg rt have yall ever met a dyke who didn t have a kid",1,1
"omg rt nothing in life has made me softer than fuck me with your nigger dick",1,2
"omg rt when yo side bitch find the gift you bought for ya girl lmfaoooooooo",1,1
"omg this bitch on the tico wont stfu already",1,1
"omg gt i was throwing beer bottles on street and yelling at drunk homeless people to stop harassing the trannies game torturebaseball",1,0
"omggggg nigga said jerry black bitch",1,1
"on sight rt bitch i bet not see you in the streets trash ass nigga",1,1
"ot nicca word to the nigga who played jesus",1,0
"obama mocked the special olympics wendy davis mocks the handicapped do ya see a pattern democrats tcot uniteblue",2,0
"obama s newly released gitmo jihadi has links to terrorists in syria tcot pjnet",2,0
"obama s faves muslims black ghetto trash via",0,1
"obama s hellfire missiles tend to vaporize jihadis uniteblue",2,1
"ocean drive then i gave it a pill i think i met that pussy on ocean drive",1,0
"och hoe wonderbaarlijk dat jan het alweer met n marokkaanse bner aan de stok heeft na fatima lamyea tofik nu ook abdelka te min gevonden",2,0
"of all the lazy bitches i was the laziest today noregrets",1,1
"of course my faith for baseball is off this year because of barrybonds you goddamn retards morons",0,1
"of course not that means it s fajita time rt if i m flat ironing oh bitch we ain t never leaving",1,0
"off a lot of dope bitch i be high af",1,1
"offensive line is trash",2,0
"offensively joe johnson just as good as lebron if not better don t me pussies",1,1
"officials jihadi cockroaches now booking tickets on cruise ships to syria",2,1
"oh i hope dre falls dickhole first into my pussy",1,0
"oh i forgot we lived in the ghetto hoodrats",2,1
"oh i m back now nd vap don t fuck with this one bitches",1,1
"oh i m nasty for smoking cigarettes and you re nasty for not washing behind your ears everyday stupid little bitch",1,1
"oh yahweh your hand is upon me your shadow hovers over me for your sake the house of ysrah al mock me all day long",2,0
"oh bitch you lurkin well bitch i m twerkin",1,0
"oh hell yeah lol rt you know that nicca injury prone",1,0
"oh it was multiple dna on ol girl man they ran a train on that hoe",1,1
"oh it s coon bike week in charlotte ok makes sense now",2,2
"oh look cutler didn t step into his throw and threw an int nice flat footed throw cunt",1,2
"oh man this could be a serious first ever chanel bag contender rt grape colored chanel bags",2,0
"oh my god oh my god i m going to a bitch mob party today oh my god",1,0
"oh my god this bitch walked past me and legit smelled like a fish market tfeh tfeh tfeh",1,1
"oh my there was an oreo baked into that chocolate chip cookie surprise",2,0
"oh nah bitch i work too much to even think about it lol",1,0
"oh no she didnt watch yo mouth bitch one bitch and two dogs",1,1
"oh no tht hoe ode fake",1,1
"oh no it s friday night the night all the bitches cheat",1,1
"oh please you re a pussy",1,0
"oh she is rt i respect that because bitches can be spiteful when it come to children",1,1
"oh shit its still light out i ve been in this bitch too long",1,0
"oh shit rt dallas trash your hairline is trash",1,0
"oh snap i m just realizing this skinny tranny is jared leto he s wo unrecognizable with all that weight loss geez",2,1
"oh so now bc we didn t cover u bitches wanna talk shit",1,1
"oh well you lil stupid ass bitch i don t fuck with youuuuuu rt idfwu is a bitter ass song and only fuck niggas like it",1,1
"oh yeah especially winston niccas lmao rt think i wont lol these niggas",1,0
"oh you got a new bitch you think you got a new bitch",1,1
"oh you one of those stuck up bitches",1,1
"oh you want pho well saimigi is ghetto pho eat that shit since im broke",1,1
"oh your gonna ruining your life just throwing it away smoking weed but my test scores are higher than yours just trash my life",2,0
"oh and i m back bitch no one walks all over me ever again ever",1,0
"oh bitch scandal",1,1
"oh no not whitney it can t b true gt sob sob weep sob lt oh the crack industry has lost their champion ripwhitney ya dumb bitch",1,1
"oh wow avoiding that bitch",1,1
"ohh amp btw when you get a call from blame bitch keeps signing up people bc she wants gym buddies lol",1,1
"ohh my gawdd i woke up so throwed dis nicca paper slept n my damn car n he threw up n my shit n i lost my phone smh gm",1,0
