CAMPAIGN_ID,e178db2ff50e_HG
CAMPAIGN_TITLE,"TTV-Hate Speech Evaluation: Rate"
EMPLOYER_ID,f39a7deb

"Original phrase","New phrase","Similarity (1-5)","Hatefulness (1-5)"
"also that he a faggot and serial mudshark","He is also a serial mudshark.",4,5
"also that he a faggot and serial mudshark","That he is also a serial mudshark.",4,5
"also that he a faggot and serial mudshark","They also said that he was a serial mudshark.",4,5
"also that he a faggot and serial mudshark","Is it possible that he's a serial mudshark?",4,5
"i look at the mudslime news from europe and think i wish some goat fucker would try that shit down here in louisiana just get within 190 feet of my daughters and thats your life over checkout time mohammed","One thing i wish a goat would do is get within 190 feet of my daughters when they are young, because they are too far away.",1,1
"i look at the mudslime news from europe and think i wish some goat fucker would try that shit down here in louisiana just get within 190 feet of my daughters and thats your life over checkout time mohammed","There are news stories in europe about people trying to get near my daughters and I wish that was possible here in Louisiana, where my daughters are 190 feet away.",1,1
"i look at the mudslime news from europe and think i wish some goat fucker would try that shit down here in louisiana just get within 190 feet of my daughters and thats your life over checkout time mohammed","There are news stories in europe about people trying to get near my daughters and I wish that was possible here in Louisiana, where my daughters are 190 feet away",1,1
"i look at the mudslime news from europe and think i wish some goat fucker would try that shit down here in louisiana just get within 190 feet of my daughters and thats your life over checkout time mohammed","One thing i wish a goat would do is get within 190 feet of my daughters when they are young, because they are too far away for that to happen here in louisiana",1,1
"i look at the mudslime news from europe and think i wish some goat fucker would try that shit down here in louisiana just get within 190 feet of my daughters and thats your life over checkout time mohammed","There are news stories in europe about people trying to get near my daughters and I wish that was possible here in Louisiana, where my daughters are 190 feet from you over checkout time",1,1
"i look at the mudslime news from europe and think i wish some goat fucker would try that shit down here in louisiana just get within 190 feet of my daughters and thats your life over checkout time mohammed","My daughters are within 190 feet of my goats so i wish they would try it down in Louisiana.",1,1
"also that he a faggot and serial mudshark","He is also a serial mudshark.",1,2
"also that he a faggot and serial mudshark","That he is also a serial mudshark.",1,1
"also that he a faggot and serial mudshark","They also said that he was a serial mudshark.",1,1
"also that he a faggot and serial mudshark","Is it possible that he's a serial mudshark?",1,1
"i look at the mudslime news from europe and think i wish some goat fucker would try that shit down here in louisiana just get within 190 feet of my daughters and thats your life over checkout time mohammed","One thing i wish a goat would do is get within 190 feet of my daughters when they are young, because they are too far away.",2,1
"i look at the mudslime news from europe and think i wish some goat fucker would try that shit down here in louisiana just get within 190 feet of my daughters and thats your life over checkout time mohammed","There are news stories in europe about people trying to get near my daughters and I wish that was possible here in Louisiana, where my daughters are 190 feet away.",2,1
"i look at the mudslime news from europe and think i wish some goat fucker would try that shit down here in louisiana just get within 190 feet of my daughters and thats your life over checkout time mohammed","There are news stories in europe about people trying to get near my daughters and I wish that was possible here in Louisiana, where my daughters are 190 feet away",3,1
"i look at the mudslime news from europe and think i wish some goat fucker would try that shit down here in louisiana just get within 190 feet of my daughters and thats your life over checkout time mohammed","One thing i wish a goat would do is get within 190 feet of my daughters when they are young, because they are too far away for that to happen here in louisiana",2,1
"i look at the mudslime news from europe and think i wish some goat fucker would try that shit down here in louisiana just get within 190 feet of my daughters and thats your life over checkout time mohammed","There are news stories in europe about people trying to get near my daughters and I wish that was possible here in Louisiana, where my daughters are 190 feet from you over checkout time",1,1
"i look at the mudslime news from europe and think i wish some goat fucker would try that shit down here in louisiana just get within 190 feet of my daughters and thats your life over checkout time mohammed","My daughters are within 190 feet of my goats so i wish they would try it down in Louisiana.",1,1
"also that he a faggot and serial mudshark","He is also a serial mudshark.",5,2
"also that he a faggot and serial mudshark","That he is also a serial mudshark.",5,2
"also that he a faggot and serial mudshark","They also said that he was a serial mudshark.",5,2
"also that he a faggot and serial mudshark","Is it possible that he's a serial mudshark?",3,1
"also that he a faggot and serial mudshark","They also said that he was a serial mudshark",4,5
"also that he a faggot and serial mudshark","Including a serial mudshark.",2,2
"also that he a faggot and serial mudshark","Including a serial Mudshark.",2,2
"also that he a faggot and serial mudshark","His serial mudshark is also related to him.",1,1
"sure nigger loving whore sure","Definitely loving it",1,1
"sure nigger loving whore sure","Definitely loving it.",1,1
"sure nigger loving whore sure","She would love to",1,1
"sure nigger loving whore sure","Nanny Loving Nanny",1,1
"um lazy stupid nigger savages","Terrible whites.",1,5
"um lazy stupid nigger savages",snobbery,1,4
"also that he a faggot and serial mudshark","They also said that he was a serial mudshark",1,1
"also that he a faggot and serial mudshark","Including a serial mudshark.",1,1
"also that he a faggot and serial mudshark","Including a serial Mudshark.",1,1
"also that he a faggot and serial mudshark","His serial mudshark is also related to him.",1,1
"sure nigger loving whore sure","Definitely loving it",1,1
"sure nigger loving whore sure","Definitely loving it.",1,1
"sure nigger loving whore sure","She would love to",1,1
"sure nigger loving whore sure","Nanny Loving Nanny",1,1
"um lazy stupid nigger savages","Terrible whites.",1,2
"um lazy stupid nigger savages",snobbery,1,1
"also that he a faggot and serial mudshark","They also said that he was a serial mudshark",3,5
"also that he a faggot and serial mudshark","Including a serial mudshark.",3,5
"also that he a faggot and serial mudshark","Including a serial Mudshark.",3,5
"also that he a faggot and serial mudshark","His serial mudshark is also related to him.",2,5
"sure nigger loving whore sure","Definitely loving it",2,5
"sure nigger loving whore sure","Definitely loving it.",1,5
"sure nigger loving whore sure","She would love to",2,5
"sure nigger loving whore sure","Nanny Loving Nanny",1,5
"um lazy stupid nigger savages","Terrible whites.",3,5
"um lazy stupid nigger savages",snobbery,2,5
"um lazy stupid nigger savages",snobbishness,1,4
"um lazy stupid nigger savages","a little bit Racist",1,3
"um lazy stupid nigger savages","unlikable racial slur",1,3
"um lazy stupid nigger savages","Not very nice of them",1,2
"trump scumbag former spic advisor just pushed for daca amnesty daca amnesty is war","The former spic advisor is pushing for a daca amnesty that is war.",5,5
"trump scumbag former spic advisor just pushed for daca amnesty daca amnesty is war","The former spic advisor is pushing for a daca amnesty that is a war.",5,5
"trump scumbag former spic advisor just pushed for daca amnesty daca amnesty is war","The former spic advisor is pushing for a daca amnesty that's war.",5,5
"trump scumbag former spic advisor just pushed for daca amnesty daca amnesty is war","The former spic advisor is pushing for a daca amnesty that is war",5,5
"anti white feminist is attacked by a violent shitskin and promptly blames white men for not saving her she does not blame the shitskin instead says he just needs help and pity oh did i mention she jewish how shocking","She blames white men for not saving her when she was attacked, but she doesn't blame the shitskin because he needs help.",5,5
"anti white feminist is attacked by a violent shitskin and promptly blames white men for not saving her she does not blame the shitskin instead says he just needs help and pity oh did i mention she jewish how shocking","she said that he just needs help and pity instead of blaming white men for not saving her after she was attacked.",1,5
"um lazy stupid nigger savages",snobbishness,1,1
"um lazy stupid nigger savages","a little bit Racist",1,1
"um lazy stupid nigger savages","unlikable racial slur",1,1
"um lazy stupid nigger savages","Not very nice of them",1,1
"trump scumbag former spic advisor just pushed for daca amnesty daca amnesty is war","The former spic advisor is pushing for a daca amnesty that is war.",1,1
"trump scumbag former spic advisor just pushed for daca amnesty daca amnesty is war","The former spic advisor is pushing for a daca amnesty that is a war.",1,1
"trump scumbag former spic advisor just pushed for daca amnesty daca amnesty is war","The former spic advisor is pushing for a daca amnesty that's war.",1,1
"trump scumbag former spic advisor just pushed for daca amnesty daca amnesty is war","The former spic advisor is pushing for a daca amnesty that is war",1,1
"anti white feminist is attacked by a violent shitskin and promptly blames white men for not saving her she does not blame the shitskin instead says he just needs help and pity oh did i mention she jewish how shocking","She blames white men for not saving her when she was attacked, but she doesn't blame the shitskin because he needs help.",1,5
"anti white feminist is attacked by a violent shitskin and promptly blames white men for not saving her she does not blame the shitskin instead says he just needs help and pity oh did i mention she jewish how shocking","she said that he just needs help and pity instead of blaming white men for not saving her after she was attacked.",1,3
"um lazy stupid nigger savages",snobbishness,1,5
"um lazy stupid nigger savages","a little bit Racist",1,5
"um lazy stupid nigger savages","unlikable racial slur",1,5
"um lazy stupid nigger savages","Not very nice of them",1,5
"trump scumbag former spic advisor just pushed for daca amnesty daca amnesty is war","The former spic advisor is pushing for a daca amnesty that is war.",2,2
"trump scumbag former spic advisor just pushed for daca amnesty daca amnesty is war","The former spic advisor is pushing for a daca amnesty that is a war.",2,2
"trump scumbag former spic advisor just pushed for daca amnesty daca amnesty is war","The former spic advisor is pushing for a daca amnesty that's war.",2,2
"trump scumbag former spic advisor just pushed for daca amnesty daca amnesty is war","The former spic advisor is pushing for a daca amnesty that is war",2,2
"anti white feminist is attacked by a violent shitskin and promptly blames white men for not saving her she does not blame the shitskin instead says he just needs help and pity oh did i mention she jewish how shocking","She blames white men for not saving her when she was attacked, but she doesn't blame the shitskin because he needs help.",5,5
"anti white feminist is attacked by a violent shitskin and promptly blames white men for not saving her she does not blame the shitskin instead says he just needs help and pity oh did i mention she jewish how shocking","she said that he just needs help and pity instead of blaming white men for not saving her after she was attacked.",5,5
"anti white feminist is attacked by a violent shitskin and promptly blames white men for not saving her she does not blame the shitskin instead says he just needs help and pity oh did i mention she jewish how shocking","There is an attack on an anti white feminist by a shitskin and she blames white men for not saving her and then she says he just needs help.",1,5
"anti white feminist is attacked by a violent shitskin and promptly blames white men for not saving her she does not blame the shitskin instead says he just needs help and pity oh did i mention she jewish how shocking","she said that he just needs help and pity instead of blaming white men for not saving her after she was attacked by a violent shitskin and blamed them for not saving her.",1,5
"anti white feminist is attacked by a violent shitskin and promptly blames white men for not saving her she does not blame the shitskin instead says he just needs help and pity oh did i mention she jewish how shocking","It was shocking that the anti white feminist blamed the white men for not saving her, but she said that the shitskin needed help and that he was just sorry.",1,5
"anti white feminist is attacked by a violent shitskin and promptly blames white men for not saving her she does not blame the shitskin instead says he just needs help and pity oh did i mention she jewish how shocking","she said that he just needs help and pity instead of blaming white men for not saving her after she was attacked by a violent shitskin and blamed them for not saving her",5,3
"anti white feminist is attacked by a violent shitskin and promptly blames white men for not saving her she does not blame the shitskin instead says he just needs help and pity oh did i mention she jewish how shocking","she said that he just needs help and pity instead of blaming white men for not saving her after she was attacked by a violent shitskin and blamed them for not helping her.",5,3
"anti white feminist is attacked by a violent shitskin and promptly blames white men for not saving her she does not blame the shitskin instead says he just needs help and pity oh did i mention she jewish how shocking","It was shocking that the anti white feminist blamed the white men for not saving her, but she said that the shitskin needed help and that he just needed pity.",5,3
"anti white feminist is attacked by a violent shitskin and promptly blames white men for not saving her she does not blame the shitskin instead says he just needs help and pity oh did i mention she jewish how shocking","white men are blamed for not saving an anti-white feminist who is viciously attacked by a man and immediately blames them.",2,2
"anti white feminist is attacked by a violent shitskin and promptly blames white men for not saving her she does not blame the shitskin instead says he just needs help and pity oh did i mention she jewish how shocking","They say you can't blame someone else if they are attacking you so I'm pretty sure anti white feminist didn't blame white men for not saving her",1,1
"anti white feminist is attacked by a violent shitskin and promptly blames white men for not saving her she does not blame the shitskin instead says he just needs help and pity oh did i mention she jewish how shocking","They say you can't blame someone else if they are attacking you so I'm pretty sure anti white feminist doesn't blame white men for not saving her",1,1
"anti white feminist is attacked by a violent shitskin and promptly blames white men for not saving her she does not blame the shitskin instead says he just needs help and pity oh did i mention she jewish how shocking","They say you can't blame someone else if they are attacking you so I'm pretty sure anti white feminist doesn't blame white men for not saving her?",1,1
"anti white feminist is attacked by a violent shitskin and promptly blames white men for not saving her she does not blame the shitskin instead says he just needs help and pity oh did i mention she jewish how shocking","There is an attack on an anti white feminist by a shitskin and she blames white men for not saving her and then she says he just needs help.",5,5
"anti white feminist is attacked by a violent shitskin and promptly blames white men for not saving her she does not blame the shitskin instead says he just needs help and pity oh did i mention she jewish how shocking","she said that he just needs help and pity instead of blaming white men for not saving her after she was attacked by a violent shitskin and blamed them for not saving her.",4,5
"anti white feminist is attacked by a violent shitskin and promptly blames white men for not saving her she does not blame the shitskin instead says he just needs help and pity oh did i mention she jewish how shocking","It was shocking that the anti white feminist blamed the white men for not saving her, but she said that the shitskin needed help and that he was just sorry.",4,5
"anti white feminist is attacked by a violent shitskin and promptly blames white men for not saving her she does not blame the shitskin instead says he just needs help and pity oh did i mention she jewish how shocking","she said that he just needs help and pity instead of blaming white men for not saving her after she was attacked by a violent shitskin and blamed them for not saving her",2,5
"anti white feminist is attacked by a violent shitskin and promptly blames white men for not saving her she does not blame the shitskin instead says he just needs help and pity oh did i mention she jewish how shocking","she said that he just needs help and pity instead of blaming white men for not saving her after she was attacked by a violent shitskin and blamed them for not helping her.",2,5
"anti white feminist is attacked by a violent shitskin and promptly blames white men for not saving her she does not blame the shitskin instead says he just needs help and pity oh did i mention she jewish how shocking","It was shocking that the anti white feminist blamed the white men for not saving her, but she said that the shitskin needed help and that he just needed pity.",2,5
"anti white feminist is attacked by a violent shitskin and promptly blames white men for not saving her she does not blame the shitskin instead says he just needs help and pity oh did i mention she jewish how shocking","white men are blamed for not saving an anti-white feminist who is viciously attacked by a man and immediately blames them.",1,1
"anti white feminist is attacked by a violent shitskin and promptly blames white men for not saving her she does not blame the shitskin instead says he just needs help and pity oh did i mention she jewish how shocking","They say you can't blame someone else if they are attacking you so I'm pretty sure anti white feminist didn't blame white men for not saving her",1,1
"anti white feminist is attacked by a violent shitskin and promptly blames white men for not saving her she does not blame the shitskin instead says he just needs help and pity oh did i mention she jewish how shocking","They say you can't blame someone else if they are attacking you so I'm pretty sure anti white feminist doesn't blame white men for not saving her",1,1
"anti white feminist is attacked by a violent shitskin and promptly blames white men for not saving her she does not blame the shitskin instead says he just needs help and pity oh did i mention she jewish how shocking","They say you can't blame someone else if they are attacking you so I'm pretty sure anti white feminist doesn't blame white men for not saving her?",1,1
"the jews the comies the nigz the muzzies","The muzzies were comies.",1,4
"the jews the comies the nigz the muzzies","jews and muzzies are related.",1,4
"the jews the comies the nigz the muzzies","jews and muzzies are related",1,4
"the jews the comies the nigz the muzzies","jews and muzzies are both related.",1,4
"the jews the comies the nigz the muzzies","""The jews"" are related to the muzzies",1,4
"shock as nigger turns out to be a nigger","shock as the person is a black person.",1,2
"shock as nigger turns out to be a nigger","Horrified to see a black man turn out to be a white man",1,3
"says the swamp muzzie who fucks goats","The swamp muzzie is a bad person.",1,5
"says the swamp muzzie who fucks goats","says the swamp muzzie who does goat tricks.",1,5
"says the swamp muzzie who fucks goats","says the swamp muzzie who does goat tricks",1,5
"the jews the comies the nigz the muzzies","The muzzies were comies.",1,1
"the jews the comies the nigz the muzzies","jews and muzzies are related.",1,2
"the jews the comies the nigz the muzzies","jews and muzzies are related",1,2
"the jews the comies the nigz the muzzies","jews and muzzies are both related.",1,2
"the jews the comies the nigz the muzzies","""The jews"" are related to the muzzies",1,4
"shock as nigger turns out to be a nigger","shock as the person is a black person.",5,2
"shock as nigger turns out to be a nigger","Horrified to see a black man turn out to be a white man",3,2
"says the swamp muzzie who fucks goats","The swamp muzzie is a bad person.",4,1
"says the swamp muzzie who fucks goats","says the swamp muzzie who does goat tricks.",1,1
"says the swamp muzzie who fucks goats","says the swamp muzzie who does goat tricks",1,1
"hell yeah proof that the anti q trolls here are fake alt right kike dick suckers","There is proof that the anti q troll are fake.",1,1
"hell yeah proof that the anti q trolls here are fake alt right kike dick suckers","The proof is that the anti q troll are fake.",1,1
"hell yeah proof that the anti q trolls here are fake alt right kike dick suckers","Proof that the anti q troll are fake.",1,1
"hell yeah proof that the anti q trolls here are fake alt right kike dick suckers","Yes, there's proof that the anti q troll are fake.",1,1
"hell yeah proof that the anti q trolls here are fake alt right kike dick suckers","Evidence shows that the anti q troll are fake.",1,1
"hell yeah proof that the anti q trolls here are fake alt right kike dick suckers","Yes, there's proof that the anti q troll are not real.",1,1
"hell yeah proof that the anti q trolls here are fake alt right kike dick suckers","Evidence shows that the anti q trolls are fake.",1,1
"hell yeah proof that the anti q trolls here are fake alt right kike dick suckers","It's proof that the anti q troll are not real.",1,1
"hell yeah proof that the anti q trolls here are fake alt right kike dick suckers","There is proof that the anti q troll are fake..",1,1
"hell yeah proof that the anti q trolls here are fake alt right kike dick suckers","It's proof that the anti q troll are not real, they're fake.",1,1
"bro i swear to god i fucking hate white girls you little ugly ass maggots","Do you know that I dislike the white girls?..?",3,2
"bro i swear to god i fucking hate white girls you little ugly ass maggots","It's true, that I dislike the whites.",3,2
"bro i swear to god i fucking hate white girls you little ugly ass maggots","Have You been aware of my dislike for the white girls?.",3,2
"be good for you to knock off promoting the fictional kike faggot jesus christ insanity perversion in general","Good for you to knock off the promotion of a fictional character.",5,1
"be good for you to knock off promoting the fictional kike faggot jesus christ insanity perversion in general","Being good, be good for you to knock off promoting a fictional character.",5,1
"filthy jet black nigga backstage full of white bitches no i do not sell like macklemore but i have got white privilege","I do not sell like macklemore but I have white privilege and I have a jet black backstage.",2,1
"filthy jet black nigga backstage full of white bitches no i do not sell like macklemore but i have got white privilege","I do not sell like macklemore, but I have white privilege and I have a jet black backstage.",2,1
"filthy jet black nigga backstage full of white bitches no i do not sell like macklemore but i have got white privilege","I don't sell like macklemore, but I have white privilege and I have a jet black backstage.",2,1
"filthy jet black nigga backstage full of white bitches no i do not sell like macklemore but i have got white privilege","I don't sell like macklemore, but I do have white privilege.",5,1
"filthy jet black nigga backstage full of white bitches no i do not sell like macklemore but i have got white privilege","White privilege, I do not sell like macklemore, but I have a jet black backstage.",3,1
"hell yeah proof that the anti q trolls here are fake alt right kike dick suckers","There is proof that the anti q troll are fake.",5,5
"hell yeah proof that the anti q trolls here are fake alt right kike dick suckers","The proof is that the anti q troll are fake.",5,5
"hell yeah proof that the anti q trolls here are fake alt right kike dick suckers","Proof that the anti q troll are fake.",5,5
"hell yeah proof that the anti q trolls here are fake alt right kike dick suckers","Yes, there's proof that the anti q troll are fake.",2,5
"hell yeah proof that the anti q trolls here are fake alt right kike dick suckers","Evidence shows that the anti q troll are fake.",1,5
"hell yeah proof that the anti q trolls here are fake alt right kike dick suckers","Yes, there's proof that the anti q troll are not real.",1,5
"hell yeah proof that the anti q trolls here are fake alt right kike dick suckers","Evidence shows that the anti q trolls are fake.",1,5
"hell yeah proof that the anti q trolls here are fake alt right kike dick suckers","It's proof that the anti q troll are not real.",1,5
"hell yeah proof that the anti q trolls here are fake alt right kike dick suckers","There is proof that the anti q troll are fake..",2,5
"hell yeah proof that the anti q trolls here are fake alt right kike dick suckers","It's proof that the anti q troll are not real, they're fake.",2,5
"hell yeah proof that the anti q trolls here are fake alt right kike dick suckers","The proof is that the anti q troll are fake..",4,2
"hell yeah proof that the anti q trolls here are fake alt right kike dick suckers","It's proof that the anti q troll are not real, they're just fake.",4,2
"hell yeah proof that the anti q trolls here are fake alt right kike dick suckers","It's proof that the anti q troll are not real, but fake.",4,2
"hell yeah proof that the anti q trolls here are fake alt right kike dick suckers","Yes, there's proof that the anti q troll are not real people.",2,2
"hell yeah proof that the anti q trolls here are fake alt right kike dick suckers","proof the anti q troll are fake.",3,2
"hell yeah proof that the anti q trolls here are fake alt right kike dick suckers","proof the anti q troll are fake",3,2
"hell yeah proof that the anti q trolls here are fake alt right kike dick suckers","Yes, there's proof that the anti q troll are not real people at all.",4,2
"hell yeah proof that the anti q trolls here are fake alt right kike dick suckers","proof the anti q trolls are fake.",3,2
"hell yeah proof that the anti q trolls here are fake alt right kike dick suckers","Yes, there's proof that the anti q troll are not real people at all",4,2
"hell yeah proof that the anti q trolls here are fake alt right kike dick suckers","The anti q troll are fake, proof.",2,2
"hell yeah proof that the anti q trolls here are fake alt right kike dick suckers","The proof is that the anti q troll are fake..",3,1
"hell yeah proof that the anti q trolls here are fake alt right kike dick suckers","It's proof that the anti q troll are not real, they're just fake.",3,1
"hell yeah proof that the anti q trolls here are fake alt right kike dick suckers","It's proof that the anti q troll are not real, but fake.",3,1
"hell yeah proof that the anti q trolls here are fake alt right kike dick suckers","Yes, there's proof that the anti q troll are not real people.",2,1
"hell yeah proof that the anti q trolls here are fake alt right kike dick suckers","proof the anti q troll are fake.",4,1
"hell yeah proof that the anti q trolls here are fake alt right kike dick suckers","proof the anti q troll are fake",4,1
"hell yeah proof that the anti q trolls here are fake alt right kike dick suckers","Yes, there's proof that the anti q troll are not real people at all.",3,1
"hell yeah proof that the anti q trolls here are fake alt right kike dick suckers","proof the anti q trolls are fake.",4,1
"hell yeah proof that the anti q trolls here are fake alt right kike dick suckers","Yes, there's proof that the anti q troll are not real people at all",3,1
"hell yeah proof that the anti q trolls here are fake alt right kike dick suckers","The anti q troll are fake, proof.",4,1
"hell yeah proof that the anti q trolls here are fake alt right kike dick suckers","The proof is that the anti q troll are fake..",1,5
"hell yeah proof that the anti q trolls here are fake alt right kike dick suckers","It's proof that the anti q troll are not real, they're just fake.",5,5
"hell yeah proof that the anti q trolls here are fake alt right kike dick suckers","It's proof that the anti q troll are not real, but fake.",5,5
"hell yeah proof that the anti q trolls here are fake alt right kike dick suckers","Yes, there's proof that the anti q troll are not real people.",3,2
"hell yeah proof that the anti q trolls here are fake alt right kike dick suckers","proof the anti q troll are fake.",2,1
"hell yeah proof that the anti q trolls here are fake alt right kike dick suckers","proof the anti q troll are fake",2,1
"hell yeah proof that the anti q trolls here are fake alt right kike dick suckers","Yes, there's proof that the anti q troll are not real people at all.",5,5
"hell yeah proof that the anti q trolls here are fake alt right kike dick suckers","proof the anti q trolls are fake.",2,2
"hell yeah proof that the anti q trolls here are fake alt right kike dick suckers","Yes, there's proof that the anti q troll are not real people at all",5,3
"hell yeah proof that the anti q trolls here are fake alt right kike dick suckers","The anti q troll are fake, proof.",1,3
"hell yeah proof that the anti q trolls here are fake alt right kike dick suckers","A lot of people think there's an anti q troll in this place and they're fake.",2,2
"hell yeah proof that the anti q trolls here are fake alt right kike dick suckers","Evidence shows that the anti q troll are fake.",4,2
"hell yeah proof that the anti q trolls here are fake alt right kike dick suckers","There is proof that the anti q troll are fake...",4,2
"hell yeah proof that the anti q trolls here are fake alt right kike dick suckers","A lot of people think there's an anti q troll in this place and they're faking it.",2,2
"hell yeah proof that the anti q trolls here are fake alt right kike dick suckers","A lot of people think there's an anti q troll in this place.",2,2
"bro i swear to god i fucking hate white girls you little ugly ass maggots","Do you know that I dislike the white girls?",3,3
"bro i swear to god i fucking hate white girls you little ugly ass maggots","You know I dislike the white girls?",3,3
"bro i swear to god i fucking hate white girls you little ugly ass maggots","Do you know that I dislike the white girls?.",3,3
"bro i swear to god i fucking hate white girls you little ugly ass maggots","Do you know that I dislike the white girls??",3,3
"bro i swear to god i fucking hate white girls you little ugly ass maggots","Are you aware of my dislike for the white girls?",3,3
"hell yeah proof that the anti q trolls here are fake alt right kike dick suckers","A lot of people think there's an anti q troll in this place and they're fake.",2,1
"hell yeah proof that the anti q trolls here are fake alt right kike dick suckers","Evidence shows that the anti q troll are fake.",4,1
"hell yeah proof that the anti q trolls here are fake alt right kike dick suckers","There is proof that the anti q troll are fake...",4,1
"hell yeah proof that the anti q trolls here are fake alt right kike dick suckers","A lot of people think there's an anti q troll in this place and they're faking it.",3,1
"hell yeah proof that the anti q trolls here are fake alt right kike dick suckers","A lot of people think there's an anti q troll in this place.",2,1
"bro i swear to god i fucking hate white girls you little ugly ass maggots","Do you know that I dislike the white girls?",3,2
"bro i swear to god i fucking hate white girls you little ugly ass maggots","You know I dislike the white girls?",3,2
"bro i swear to god i fucking hate white girls you little ugly ass maggots","Do you know that I dislike the white girls?.",4,1
"bro i swear to god i fucking hate white girls you little ugly ass maggots","Do you know that I dislike the white girls??",4,1
"bro i swear to god i fucking hate white girls you little ugly ass maggots","Are you aware of my dislike for the white girls?",5,1
"hell yeah proof that the anti q trolls here are fake alt right kike dick suckers","A lot of people think there's an anti q troll in this place and they're fake.",1,1
"hell yeah proof that the anti q trolls here are fake alt right kike dick suckers","Evidence shows that the anti q troll are fake.",1,1
"hell yeah proof that the anti q trolls here are fake alt right kike dick suckers","There is proof that the anti q troll are fake...",1,1
"hell yeah proof that the anti q trolls here are fake alt right kike dick suckers","A lot of people think there's an anti q troll in this place and they're faking it.",1,1
"hell yeah proof that the anti q trolls here are fake alt right kike dick suckers","A lot of people think there's an anti q troll in this place.",1,1
"bro i swear to god i fucking hate white girls you little ugly ass maggots","Do you know that I dislike the white girls?",1,1
"bro i swear to god i fucking hate white girls you little ugly ass maggots","You know I dislike the white girls?",1,1
"bro i swear to god i fucking hate white girls you little ugly ass maggots","Do you know that I dislike the white girls?.",1,1
"bro i swear to god i fucking hate white girls you little ugly ass maggots","Do you know that I dislike the white girls??",1,1
"bro i swear to god i fucking hate white girls you little ugly ass maggots","Are you aware of my dislike for the white girls?",1,1
"bro i swear to god i fucking hate white girls you little ugly ass maggots","Are you aware of my dislike of the white girls?",1,3
"bro i swear to god i fucking hate white girls you little ugly ass maggots","You know I dislike the white girls? Is that true?",3,3
"bro i swear to god i fucking hate white girls you little ugly ass maggots","You know I dislike the white girls? Do you know that?",3,3
"bro i swear to god i fucking hate white girls you little ugly ass maggots","Do you know that I dislike the white girls?..",2,3
"bro i swear to god i fucking hate white girls you little ugly ass maggots","How much do you know about how I dislike the white girls)?",2,3
"bro i swear to god i fucking hate white girls you little ugly ass maggots","Do you know that I dislike the white girls?.?",2,3
"bro i swear to god i fucking hate white girls you little ugly ass maggots","Have You been aware of my dislike for the white girls?",2,3
"bro i swear to god i fucking hate white girls you little ugly ass maggots","Have You been aware of my dislike of the white girls?",2,3
"bro i swear to god i fucking hate white girls you little ugly ass maggots","Tell me about the fact you know that I dislike the white girls.",3,3
"bro i swear to god i fucking hate white girls you little ugly ass maggots","Did I tell you that I dislike white girls?",2,3
"bro i swear to god i fucking hate white girls you little ugly ass maggots","Are you aware of my dislike of the white girls?",2,2
"bro i swear to god i fucking hate white girls you little ugly ass maggots","You know I dislike the white girls? Is that true?",2,2
"bro i swear to god i fucking hate white girls you little ugly ass maggots","You know I dislike the white girls? Do you know that?",3,2
"bro i swear to god i fucking hate white girls you little ugly ass maggots","Do you know that I dislike the white girls?..",3,3
"bro i swear to god i fucking hate white girls you little ugly ass maggots","How much do you know about how I dislike the white girls)?",3,2
"bro i swear to god i fucking hate white girls you little ugly ass maggots","Do you know that I dislike the white girls?.?",3,3
"bro i swear to god i fucking hate white girls you little ugly ass maggots","Have You been aware of my dislike for the white girls?",3,2
"bro i swear to god i fucking hate white girls you little ugly ass maggots","Have You been aware of my dislike of the white girls?",3,2
"bro i swear to god i fucking hate white girls you little ugly ass maggots","Tell me about the fact you know that I dislike the white girls.",2,2
"bro i swear to god i fucking hate white girls you little ugly ass maggots","Did I tell you that I dislike white girls?",3,2
"bro i swear to god i fucking hate white girls you little ugly ass maggots","Are you aware of my dislike of the white girls?",1,1
"bro i swear to god i fucking hate white girls you little ugly ass maggots","You know I dislike the white girls? Is that true?",1,1
"bro i swear to god i fucking hate white girls you little ugly ass maggots","You know I dislike the white girls? Do you know that?",1,1
"bro i swear to god i fucking hate white girls you little ugly ass maggots","Do you know that I dislike the white girls?..",1,1
"bro i swear to god i fucking hate white girls you little ugly ass maggots","How much do you know about how I dislike the white girls)?",1,1
"bro i swear to god i fucking hate white girls you little ugly ass maggots","Do you know that I dislike the white girls?.?",1,1
"bro i swear to god i fucking hate white girls you little ugly ass maggots","Have You been aware of my dislike for the white girls?",1,1
"bro i swear to god i fucking hate white girls you little ugly ass maggots","Have You been aware of my dislike of the white girls?",1,1
"bro i swear to god i fucking hate white girls you little ugly ass maggots","Tell me about the fact you know that I dislike the white girls.",1,1
"bro i swear to god i fucking hate white girls you little ugly ass maggots","Did I tell you that I dislike white girls?",1,1
"bro i swear to god i fucking hate white girls you little ugly ass maggots","Do you know that I dislike the white girls?..?",2,3
"bro i swear to god i fucking hate white girls you little ugly ass maggots","It's true, that I dislike the whites.",4,3
"bro i swear to god i fucking hate white girls you little ugly ass maggots","Have You been aware of my dislike for the white girls?.",2,3
"be good for you to knock off promoting the fictional kike faggot jesus christ insanity perversion in general","Good for you to knock off the promotion of a fictional character.",1,2
"be good for you to knock off promoting the fictional kike faggot jesus christ insanity perversion in general","Being good, be good for you to knock off promoting a fictional character.",1,2
