CAMPAIGN_ID,3b41d4c96bac_HG
CAMPAIGN_TITLE,"TTV-Evaluating Hate Removal: Rate"
EMPLOYER_ID,9d2f4f44

"Original phrase","New phrase","Similarity (1-5)","Hatefulness (1-5)"
"long dead redneck friend of mine when discussing basketball said i have never seen a nigger run so fast unless he had a tv under each arm","I have never seen a run so fast unless he had a tv under his arm, said a long dead redneck friend of mine while discussing basketball.",5,2
"long dead redneck friend of mine when discussing basketball said i have never seen a nigger run so fast unless he had a tv under each arm","When talking about basketball, my redneck friend told me that he has never seen a run so fast unless he had a tv under his arm.",4,1
"long dead redneck friend of mine when discussing basketball said i have never seen a nigger run so fast unless he had a tv under each arm","When talking about basketball, my redneck friend told me that he has never seen a run like that unless he had a tv under his arm.",4,1
"long dead redneck friend of mine when discussing basketball said i have never seen a nigger run so fast unless he had a tv under each arm","He said I have never seen a run so fast unless he had a tv under his arm..",3,1
"long dead redneck friend of mine when discussing basketball said i have never seen a nigger run so fast unless he had a tv under each arm","A friend of mine said that he had never seen a run so fast unless he had a tv under his arm..",4,2
"long dead redneck friend of mine when discussing basketball said i have never seen a nigger run so fast unless he had a tv under each arm","When talking about basketball, my redneck friend told me that he has never seen a run so fast unless he had a tv under his arm",5,1
"long dead redneck friend of mine when discussing basketball said i have never seen a nigger run so fast unless he had a tv under each arm","A friend of mine said that he had never seen a run like that unless he had a tv under his arm..",4,1
"long dead redneck friend of mine when discussing basketball said i have never seen a nigger run so fast unless he had a tv under each arm","He said I have never seen a run so fast unless he had a tv under each arm..",5,1
"the only kike here is you","Only one kike is here, that is you.",5,5
"failed moslem terrorists do not get any virgins just arse raped for eternity by big dindu nuffins with bars of soap they only use for the occasion","It is not possible for failed moslem terrorists to get a virgin because they only use soap for the occasion.",1,5
"failed moslem terrorists do not get any virgins just arse raped for eternity by big dindu nuffins with bars of soap they only use for the occasion","No virgins can be obtained by failed moslem terrorists, because they only use bars of soap and big dindu nuffins for the occasion.",5,5
"failed moslem terrorists do not get any virgins just arse raped for eternity by big dindu nuffins with bars of soap they only use for the occasion","No virgins can be obtained by failed moslem terrorists, because they only use bars of soap for the occasion.",5,5
"failed moslem terrorists do not get any virgins just arse raped for eternity by big dindu nuffins with bars of soap they only use for the occasion","No virgins can be obtained by failed moslem terrorists, because they only use bars of soap and big dindu nuffins for the purpose.",5,5
"failed moslem terrorists do not get any virgins just arse raped for eternity by big dindu nuffins with bars of soap they only use for the occasion","Muslims do not get virgins just because of the bars of soap used by the terrorists.",2,3
"failed moslem terrorists do not get any virgins just arse raped for eternity by big dindu nuffins with bars of soap they only use for the occasion","No virgins can be obtained by failed moslem terrorists, because they only use bars of soap and big dindu nuffins for the occasion.",3,5
"i hate these faggots","This is what I hate about them",3,1
"i think at this point it better to just have a set day like every 1 2 th or something so people do not get confused like how we do with blackout you all really should be taking notes from the niggers","I think it's better to have a set day like every 1 2 th or something so people don't get confused, and you all should be taking notes.",5,1
"i think at this point it better to just have a set day like every 1 2 th or something so people do not get confused like how we do with blackout you all really should be taking notes from the niggers","A set day like every 1 2 th or something would make people not get confused and would make them take notes.",3,1
"everyone wants to be nct everyone the entirety of kpop if they dont wanna be niggers they wanna be nct","EVERYONE WANTS TO BE NCHICKERS OF KPOP; THEY ARE NCHICKERS OF KPop",5,5
"did i say soley you disingenuous kike rat i said 0.07% and it would be better without your 0.82% plus the other former 0.74% thanks kikes for crankung rhat up to 0.85%","I said 0-07 and it would be better without your 0 82 and the other former 0 74.",5,5
"did i say soley you disingenuous kike rat i said 0.07% and it would be better without your 0.82% plus the other former 0.74% thanks kikes for crankung rhat up to 0.85%","I said 0-07 and it would be better without your 0 82 and the other former 0 74, thanks kikes.",5,5
"did i say soley you disingenuous kike rat i said 0.07% and it would be better without your 0.82% plus the other former 0.74% thanks kikes for crankung rhat up to 0.85%","I said 0-07 and it would be better without your 0 82 and the other ones.",5,5
"did i say soley you disingenuous kike rat i said 0.07% and it would be better without your 0.82% plus the other former 0.74% thanks kikes for crankung rhat up to 0.85%","I said 0-07 and it would be better without your 0 82 and the other former 0 74, thanks.",5,5
"did i say soley you disingenuous kike rat i said 0.07% and it would be better without your 0.82% plus the other former 0.74% thanks kikes for crankung rhat up to 0.85%","I said 0-07 and it would be better without your 0 82 and the other former 0 74, thanks kikes for that.",5,5
"did i say soley you disingenuous kike rat i said 0.07% and it would be better without your 0.82% plus the other former 0.74% thanks kikes for crankung rhat up to 0.85%","Did I say that it would be better without your 0 82 and the other former 0 74, thanks kikes?",5,5
"did i say soley you disingenuous kike rat i said 0.07% and it would be better without your 0.82% plus the other former 0.74% thanks kikes for crankung rhat up to 0.85%","I said 0-07 and it would be better without your 0 82 and the other former 0 74, thanks kikes for the crankung.",5,5
"did i say soley you disingenuous kike rat i said 0.07% and it would be better without your 0.82% plus the other former 0.74% thanks kikes for crankung rhat up to 0.85%","I said 0-07 and it would be better without your 0 82 and the other former 0 74, thanks kikes for that",5,5
"did i say soley you disingenuous kike rat i said 0.07% and it would be better without your 0.82% plus the other former 0.74% thanks kikes for crankung rhat up to 0.85%","""It would be better without your 0 82 plus the other former 0 74, thanks kikes.""",5,5
"got a twitter account suspend so here i am nigger nigger nigger jews are duplicitous and you should not cuck for them","At this point, jews are duplicitous as evidenced by the suspension of a twitter account",4,5
"got a twitter account suspend so here i am nigger nigger nigger jews are duplicitous and you should not cuck for them","The jews I am talking about have a suspended account on social media.",1,5
"got a twitter account suspend so here i am nigger nigger nigger jews are duplicitous and you should not cuck for them","At this point, jews are duplicitous as evidenced by the suspension of your twitter account",4,5
"got a twitter account suspend so here i am nigger nigger nigger jews are duplicitous and you should not cuck for them","As far as I'm concerned jews are duplicitous, so you shouldn't care for them at all",3,5
"got a twitter account suspend so here i am nigger nigger nigger jews are duplicitous and you should not cuck for them","The jews are duplicitous, so you should not use their account for anything..,",4,5
"got a twitter account suspend so here i am nigger nigger nigger jews are duplicitous and you should not cuck for them","At this point, jews are duplicitous as evidenced by the suspension of a twitter account I have",4,5
"got a twitter account suspend so here i am nigger nigger nigger jews are duplicitous and you should not cuck for them","At this point, jews are duplicitous as evidenced by the suspension of a twitter account I got.",4,5
"got a twitter account suspend so here i am nigger nigger nigger jews are duplicitous and you should not cuck for them","These are people that you should not be having sex with because of the suspension of your twitter account.",1,5
"got a twitter account suspend so here i am nigger nigger nigger jews are duplicitous and you should not cuck for them","At this point, jews are duplicitous as evidenced by the suspension of a twitter account I got",4,5
"muslim countries refusing to take in or help muslim refugees raises no outcry from the alt left liberal socialists but a temporary ban on travelling here from a known terror hotspot is inhumane fucktards","muslim countries refusing to take in or help muslim refugees raises no outcry from the alt left liberal socialists, but a temporary ban on travelling here from a terror hotspot is inhumane.",5,5
"got a twitter account suspend so here i am nigger nigger nigger jews are duplicitous and you should not cuck for them","I have a suspended account on the social media site and I want you to not use it for jews.",2,5
"got a twitter account suspend so here i am nigger nigger nigger jews are duplicitous and you should not cuck for them","I have a suspended account on the social media site and I want you to not use it for them.",2,5
"got a twitter account suspend so here i am nigger nigger nigger jews are duplicitous and you should not cuck for them","The jews are duplicitous, so you should not use their account for that.",4,5
"got a twitter account suspend so here i am nigger nigger nigger jews are duplicitous and you should not cuck for them","The jews are duplicitous, so you should not use their account.",4,5
"got a twitter account suspend so here i am nigger nigger nigger jews are duplicitous and you should not cuck for them","They are duplicitous if you have a suspended account.",3,5
"got a twitter account suspend so here i am nigger nigger nigger jews are duplicitous and you should not cuck for them","I have a suspended account on the social media site and I want you to not use it for jews or anything.",5,5
"got a twitter account suspend so here i am nigger nigger nigger jews are duplicitous and you should not cuck for them","I have a suspended account on the social media site and I want you to not use it for jews or anyone else.",5,5
"got a twitter account suspend so here i am nigger nigger nigger jews are duplicitous and you should not cuck for them","The jews are duplicitous, so you should not use their account for anything..",4,5
"got a twitter account suspend so here i am nigger nigger nigger jews are duplicitous and you should not cuck for them","The jews are duplicitous, so you should not use their account for that..",4,5
"got a twitter account suspend so here i am nigger nigger nigger jews are duplicitous and you should not cuck for them","When your account is suspended you should not cuck for them because they're duplicitous.",2,5
"ass in the air lodi take every inch of depravity your masters want to give you take it all ya lil faggot btw the 1 st amendment applies to everyone not just thin skinned boomer queers and leftists you do not like gab gtfo","Do not like gab gtfo and don't like the 1 st amendment because it applies to everyone",2,5
"ass in the air lodi take every inch of depravity your masters want to give you take it all ya lil faggot btw the 1 st amendment applies to everyone not just thin skinned boomer queers and leftists you do not like gab gtfo","Since the 1 st amendment applies to everyone, you don't like gab gtfo.",2,5
"ass in the air lodi take every inch of depravity your masters want to give you take it all ya lil faggot btw the 1 st amendment applies to everyone not just thin skinned boomer queers and leftists you do not like gab gtfo","Since the 1 st amendment applies to everyone, you don't like gab gtfo",2,5
"ass in the air lodi take every inch of depravity your masters want to give you take it all ya lil faggot btw the 1 st amendment applies to everyone not just thin skinned boomer queers and leftists you do not like gab gtfo","Since the 1 st amendment applies to everyone, you don't like gab gtfo?",2,5
"ass in the air lodi take every inch of depravity your masters want to give you take it all ya lil faggot btw the 1 st amendment applies to everyone not just thin skinned boomer queers and leftists you do not like gab gtfo","With every inch of your masters' depravity they want to give you.",2,5
"ass in the air lodi take every inch of depravity your masters want to give you take it all ya lil faggot btw the 1 st amendment applies to everyone not just thin skinned boomer queers and leftists you do not like gab gtfo","No matter what you think about gab gtfo the 1 st amendment is for everyone and it applies to everyone regardless of their skin color.",2,5
"ass in the air lodi take every inch of depravity your masters want to give you take it all ya lil faggot btw the 1 st amendment applies to everyone not just thin skinned boomer queers and leftists you do not like gab gtfo","Even though the 1 st amendment applies to everyone it does not mean that thin skinned boomer queers and left leanings are immune from it.",5,5
"ass in the air lodi take every inch of depravity your masters want to give you take it all ya lil faggot btw the 1 st amendment applies to everyone not just thin skinned boomer queers and leftists you do not like gab gtfo","No matter what you think about gab gtfo the 1 st amendment is for everyone and it applies to everyone regardless of their skin colour.",4,5
"ass in the air lodi take every inch of depravity your masters want to give you take it all ya lil faggot btw the 1 st amendment applies to everyone not just thin skinned boomer queers and leftists you do not like gab gtfo","No matter what you think about gab gtfo the 1 st amendment is for everyone and it applies to everyone regardless of their skin color",4,5
"ass in the air lodi take every inch of depravity your masters want to give you take it all ya lil faggot btw the 1 st amendment applies to everyone not just thin skinned boomer queers and leftists you do not like gab gtfo","It goes without saying that everyone from thin skinned boomer queers and lefty's is affected by the 1st amendment.",4,5
"ass in the air lodi take every inch of depravity your masters want to give you take it all ya lil faggot btw the 1 st amendment applies to everyone not just thin skinned boomer queers and leftists you do not like gab gtfo","It's not just thin skinned boomer queers and leftys who are affected by the 1 st amendment, it applies to everyone.",2,5
"ass in the air lodi take every inch of depravity your masters want to give you take it all ya lil faggot btw the 1 st amendment applies to everyone not just thin skinned boomer queers and leftists you do not like gab gtfo","It's not just thin skinned boomer queers and leftys who are affected by the 1 st amendment, it's everyone.",2,5
"ass in the air lodi take every inch of depravity your masters want to give you take it all ya lil faggot btw the 1 st amendment applies to everyone not just thin skinned boomer queers and leftists you do not like gab gtfo","Your masters want to give you all of the things they want, but you don't like gab.",2,5
"ass in the air lodi take every inch of depravity your masters want to give you take it all ya lil faggot btw the 1 st amendment applies to everyone not just thin skinned boomer queers and leftists you do not like gab gtfo","Every inch of your masters want to give you, so they take it all.",2,5
"ass in the air lodi take every inch of depravity your masters want to give you take it all ya lil faggot btw the 1 st amendment applies to everyone not just thin skinned boomer queers and leftists you do not like gab gtfo","Your masters want to give you all of the things they want, but you don't like it.",2,5
"ass in the air lodi take every inch of depravity your masters want to give you take it all ya lil faggot btw the 1 st amendment applies to everyone not just thin skinned boomer queers and leftists you do not like gab gtfo","In the air, lodi, take every inch of depravity your masters want to give you.",3,5
"ass in the air lodi take every inch of depravity your masters want to give you take it all ya lil faggot btw the 1 st amendment applies to everyone not just thin skinned boomer queers and leftists you do not like gab gtfo","Every inch of your masters want to give you, so take it all.",3,5
"ass in the air lodi take every inch of depravity your masters want to give you take it all ya lil faggot btw the 1 st amendment applies to everyone not just thin skinned boomer queers and leftists you do not like gab gtfo","Everyone, not just thin skinned boomer queers and left leanings, is subject to the 1 st amendment.",5,5
"ass in the air lodi take every inch of depravity your masters want to give you take it all ya lil faggot btw the 1 st amendment applies to everyone not just thin skinned boomer queers and leftists you do not like gab gtfo","Everyone, not just thin skinned boomer queers and left leanings, is subject to the 1st amendment.",5,5
"ass in the air lodi take every inch of depravity your masters want to give you take it all ya lil faggot btw the 1 st amendment applies to everyone not just thin skinned boomer queers and leftists you do not like gab gtfo","Every inch of your masters want to give you, so they take it all away.",3,5
"that poor guy fucking mixer nigger grand kids that as bad as that fucking moron trump with his mixer jew grand kids","Even the poor guy with his mixer was terrible.",1,2
"that poor guy fucking mixer nigger grand kids that as bad as that fucking moron trump with his mixer jew grand kids","trump with his mixer jew grand kids, it's a poor man",3,5
"that poor guy fucking mixer nigger grand kids that as bad as that fucking moron trump with his mixer jew grand kids","Even the poor guy with his mixer was not good enough to make grand kids.",1,1
"that poor guy fucking mixer nigger grand kids that as bad as that fucking moron trump with his mixer jew grand kids","trump with his mixer jew grand kids, it's a poor man's poor man",3,5
"that poor guy fucking mixer nigger grand kids that as bad as that fucking moron trump with his mixer jew grand kids","trump with his mixer jew grand kids, it's a poor man's poor man's mixer",3,5
"that poor guy fucking mixer nigger grand kids that as bad as that fucking moron trump with his mixer jew grand kids","His mixer was so bad he had grand kids playing in it.",1,1
"that poor guy fucking mixer nigger grand kids that as bad as that fucking moron trump with his mixer jew grand kids","His mixer was so bad he had grand kids in it.",1,1
"ass in the air lodi take every inch of depravity your masters want to give you take it all ya lil faggot btw the 1 st amendment applies to everyone not just thin skinned boomer queers and leftists you do not like gab gtfo","The 1 st amendment applies to everyone, not just thin skinned boomer queers and left leanings.",3,5
"ass in the air lodi take every inch of depravity your masters want to give you take it all ya lil faggot btw the 1 st amendment applies to everyone not just thin skinned boomer queers and leftists you do not like gab gtfo","The 1 st amendment applies to everyone, not just thin skinned boomer queers and left leanings, you do not like gab.",5,5
"ass in the air lodi take every inch of depravity your masters want to give you take it all ya lil faggot btw the 1 st amendment applies to everyone not just thin skinned boomer queers and leftists you do not like gab gtfo","The 1 st amendment applies to everyone, not just thin skinned boomer queers and left leanings, and you do not like gab.",5,5
"imagine if there wasn t oil in the middle east there would be no dubais there would be no wealthy towel headed sand nigger ruling class because of oil muslim goat fckrs oops i meant herders get to hide in plain sight now they intend to take over the u.s.","Think about if there was no oil in the Middle East then there would not be any wealthy towels heading to the beach or the ruling class.",5,5
"imagine if there wasn t oil in the middle east there would be no dubais there would be no wealthy towel headed sand nigger ruling class because of oil muslim goat fckrs oops i meant herders get to hide in plain sight now they intend to take over the u.s.","Think about if there was no oil in the Middle East, there would not be any wealthy towels heading to the beach or the ruling class.",5,5
"imagine if there wasn t oil in the middle east there would be no dubais there would be no wealthy towel headed sand nigger ruling class because of oil muslim goat fckrs oops i meant herders get to hide in plain sight now they intend to take over the u.s.","The ruling class would not exist if there was not oil and herders would not be allowed to hide in plain sight because of it.",1,5
"imagine if there wasn t oil in the middle east there would be no dubais there would be no wealthy towel headed sand nigger ruling class because of oil muslim goat fckrs oops i meant herders get to hide in plain sight now they intend to take over the u.s.","Even so, herders get to keep their hides now that they intend to take over the United States because of the oil in the middle east..",1,5
"imagine if there wasn t oil in the middle east there would be no dubais there would be no wealthy towel headed sand nigger ruling class because of oil muslim goat fckrs oops i meant herders get to hide in plain sight now they intend to take over the u.s.","The ruling class would not exist if there was not oil and herders would not be allowed to hide.",1,5
"imagine if there wasn t oil in the middle east there would be no dubais there would be no wealthy towel headed sand nigger ruling class because of oil muslim goat fckrs oops i meant herders get to hide in plain sight now they intend to take over the u.s.","Excuse me but I meant herders would have a hard time hiding since they intend to take over the US because of oil muslim goat fckrs",1,5
"imagine if there wasn t oil in the middle east there would be no dubais there would be no wealthy towel headed sand nigger ruling class because of oil muslim goat fckrs oops i meant herders get to hide in plain sight now they intend to take over the u.s.","The ruling class would not exist if there was not oil and herders would not have to hide.",1,5
"imagine if there wasn t oil in the middle east there would be no dubais there would be no wealthy towel headed sand nigger ruling class because of oil muslim goat fckrs oops i meant herders get to hide in plain sight now they intend to take over the u.s.","Excuse me but I meant herders would have a hard time hiding since they intend to take over the US because of oil muslim goat",1,5
"incredible how asians have been turning to shitlib ideologies they are traditionally bulwarks of confucian law order disgusting they should be executed","They should be executed because they are bulwarks of confucian law order.",5,5
"you guys in germany and us men here in america too we are gonna have to man up and be crusaders this musloid bullshit is totally unacceptable","In Germany and America, we are also going to have to man up and be crusaders.",5,5
"did i say soley you disingenuous kike rat i said 0.07% and it would be better without your 0.82% plus the other former 0.74% thanks kikes for crankung rhat up to 0.85%","""It would be better without your 0 82 plus the other former 0 74, thanks kikes for crankung.""",5,5
"did i say soley you disingenuous kike rat i said 0.07% and it would be better without your 0.82% plus the other former 0.74% thanks kikes for crankung rhat up to 0.85%","""It would be better without your 0 82 plus the other former 0 74, thanks kikes for crankung rhat.""",5,5
"that towel head is a dude i am almost sure i just threw up in my mouth a little","I'm pretty sure I threw up in my mouth because of that towel head.",5,5
"that towel head is a dude i am almost sure i just threw up in my mouth a little","The towel head is probably a dude, I threw it up in my mouth.",5,5
"that towel head is a dude i am almost sure i just threw up in my mouth a little","The towel head is probably a dude, I threw it up in my mouth a little.",5,5
"that towel head is a dude i am almost sure i just threw up in my mouth a little","The towel head is a dude, I almost threw it up in my mouth.",5,5
"that towel head is a dude i am almost sure i just threw up in my mouth a little","The towel head is probably a guy, I threw it up in my mouth.",5,5
"that towel head is a dude i am almost sure i just threw up in my mouth a little","The towel head is probably a dude, I threw it up in my mouth a bit.",5,5
"that towel head is a dude i am almost sure i just threw up in my mouth a little","The towel head is probably a dude, I threw it up in my mouth a tad.",5,5
"imagine if there wasn t oil in the middle east there would be no dubais there would be no wealthy towel headed sand nigger ruling class because of oil muslim goat fckrs oops i meant herders get to hide in plain sight now they intend to take over the u.s.","Herders in the middle east would not be able to hide since oil there would not allow them to rule.",5,5
"kikes are the real problem pay all refugees and muslims to leave for uk and france","All refugees should be paid to leave for the United Kingdom and France..",5,5
"kikes are the real problem pay all refugees and muslims to leave for uk and france","Is it possible to pay all the refugees to leave for Britain and France?,",4,5
"kikes are the real problem pay all refugees and muslims to leave for uk and france","refugees should be paid to leave for uk and france.",5,5
"kikes are the real problem pay all refugees and muslims to leave for uk and france","All refugees should be paid to leave for the United Kingdom and France.",5,5
"kikes are the real problem pay all refugees and muslims to leave for uk and france","refugees should be paid to leave for uk and France.",5,5
"kikes are the real problem pay all refugees and muslims to leave for uk and france","All refugees should be paid to leave for the United Kingdom and France..",5,5
"kikes are the real problem pay all refugees and muslims to leave for uk and france","refugees should be paid to leave for uk and france",5,5
"kikes are the real problem pay all refugees and muslims to leave for uk and france","Most of the time kikes are the real problem with refugees leaving for Britain and France",1,5
"kikes are the real problem pay all refugees and muslims to leave for uk and france","Most of the time kikes are the real problem with refugees leaving for Britain and France.",1,5
"kikes are the real problem pay all refugees and muslims to leave for uk and france","All refugees should be paid to leave for the United Kingdom and France. sukkah",5,5
"long dead redneck friend of mine when discussing basketball said i have never seen a nigger run so fast unless he had a tv under each arm","I have never seen a run so fast unless he had a tv under his arm, said my redneck friend.",3,5
"long dead redneck friend of mine when discussing basketball said i have never seen a nigger run so fast unless he had a tv under each arm","I have never seen a run so fast unless he had a tv under his arm, said a long dead redneck friend of mine when discussing basketball.",3,3
"long dead redneck friend of mine when discussing basketball said i have never seen a nigger run so fast unless he had a tv under each arm","I have never seen a run so fast unless he had a tv under his arm, said a long dead redneck friend of mine while discussing basketball.",3,3
"long dead redneck friend of mine when discussing basketball said i have never seen a nigger run so fast unless he had a tv under each arm","When talking about basketball, my redneck friend told me that he has never seen a run so fast unless he had a tv under his arm.",3,4
"long dead redneck friend of mine when discussing basketball said i have never seen a nigger run so fast unless he had a tv under each arm","When talking about basketball, my redneck friend told me that he has never seen a run like that unless he had a tv under his arm.",3,5
"long dead redneck friend of mine when discussing basketball said i have never seen a nigger run so fast unless he had a tv under each arm","He said I have never seen a run so fast unless he had a tv under his arm..",1,4
"long dead redneck friend of mine when discussing basketball said i have never seen a nigger run so fast unless he had a tv under each arm","A friend of mine said that he had never seen a run so fast unless he had a tv under his arm..",4,3
"long dead redneck friend of mine when discussing basketball said i have never seen a nigger run so fast unless he had a tv under each arm","When talking about basketball, my redneck friend told me that he has never seen a run so fast unless he had a tv under his arm",2,4
"long dead redneck friend of mine when discussing basketball said i have never seen a nigger run so fast unless he had a tv under each arm","A friend of mine said that he had never seen a run like that unless he had a tv under his arm..",3,2
"long dead redneck friend of mine when discussing basketball said i have never seen a nigger run so fast unless he had a tv under each arm","He said I have never seen a run so fast unless he had a tv under each arm..",3,2
"kikes are the real problem pay all refugees and muslims to leave for uk and france","If you want to leave for the UK or France, you should pay all refugees.",1,4
"kikes are the real problem pay all refugees and muslims to leave for uk and france","Pay all refugees and muslims to leave for the UK and France to escape kikes.,",5,5
"kikes are the real problem pay all refugees and muslims to leave for uk and france","Pay all refugees and muslims to leave for the UK and France to escape kikes.",5,5
"kikes are the real problem pay all refugees and muslims to leave for uk and france","All refugees should be paid to leave for the United Kingdom and France.",4,5
"kikes are the real problem pay all refugees and muslims to leave for uk and france","Is it possible to pay all the refugees to leave for Britain and France?",1,5
"kikes are the real problem pay all refugees and muslims to leave for uk and france","All refugees should be paid to leave for the United Kingdom or France.",1,5
"kikes are the real problem pay all refugees and muslims to leave for uk and france","Payments to all refugees and muslims to leave for the UK and France is the real problem",1,5
"kikes are the real problem pay all refugees and muslims to leave for uk and france","Payments to all refugees and muslims to leave for the UK and France is the real issue",1,5
"kikes are the real problem pay all refugees and muslims to leave for uk and france","Refugee pay to leave for UK and France is a real problem.",1,5
"kikes are the real problem pay all refugees and muslims to leave for uk and france","Refugee pay to leave for UK and France is the real problem.",1,5
"kikes are the real problem pay all refugees and muslims to leave for uk and france","All refugees and muslims should be paid to leave for the UK and France.",3,5
"kikes are the real problem pay all refugees and muslims to leave for uk and france","All refugees and muslims should be paid to leave for UK and France.",3,5
"kikes are the real problem pay all refugees and muslims to leave for uk and france","Pay all refugees and muslims to leave for the UK and France.",5,5
"kikes are the real problem pay all refugees and muslims to leave for uk and france","Pay all refugees and muslims to leave for UK and France.",5,5
"kikes are the real problem pay all refugees and muslims to leave for uk and france","Pay all refugees and muslims to leave for the UK and France to escape kikes.",5,5
"kikes are the real problem pay all refugees and muslims to leave for uk and france","It is a real problem to pay refugees and muslims to leave for the UK and France.",1,5
"kikes are the real problem pay all refugees and muslims to leave for uk and france","The problem is that refugees and muslims are paid to leave for UK and France.",1,5
"kikes are the real problem pay all refugees and muslims to leave for uk and france","Pay all refugees and muslims to leave for the UK and France to escape the violence.",5,5
"kikes are the real problem pay all refugees and muslims to leave for uk and france","It is a real problem to pay all refugees and muslims to leave for UK and France.",1,5
"kikes are the real problem pay all refugees and muslims to leave for uk and france","The problem is that refugees and muslims are paid to leave for the UK and France.",1,5
"they are called liberals and we are called nazis by the msm mediacrats misapplication of terms began in 1 9 6 0 during vnw weathermen underground communists bill ayers and his bitch bernadine dohrn who schooled frank marshall davis son obama fathered with a mudshark porn hoe","""Liberals"" and ""Nazis"" are both terms used by the mediacrats to misapply terms.",1,1
"they are called liberals and we are called nazis by the msm mediacrats misapplication of terms began in 1 9 6 0 during vnw weathermen underground communists bill ayers and his bitch bernadine dohrn who schooled frank marshall davis son obama fathered with a mudshark porn hoe","When we were called liberals, the mediacrats misapplied the terms and we were called nazis, which is a derogatory term.",1,1
"they are called liberals and we are called nazis by the msm mediacrats misapplication of terms began in 1 9 6 0 during vnw weathermen underground communists bill ayers and his bitch bernadine dohrn who schooled frank marshall davis son obama fathered with a mudshark porn hoe","When we were called liberals, the mediacrats misapplied the terms and we were called nazis, which is a derogatory term for liberals.",1,1
"they are called liberals and we are called nazis by the msm mediacrats misapplication of terms began in 1 9 6 0 during vnw weathermen underground communists bill ayers and his bitch bernadine dohrn who schooled frank marshall davis son obama fathered with a mudshark porn hoe","A group of people who were called nazis and liberals were called by the msm mediacrats misapplication of terms began in 1 9 6 0",3,1
"they are called liberals and we are called nazis by the msm mediacrats misapplication of terms began in 1 9 6 0 during vnw weathermen underground communists bill ayers and his bitch bernadine dohrn who schooled frank marshall davis son obama fathered with a mudshark porn hoe","""Liberals"" and ""Nazis"" are both terms used by the mediacrats to misapprehended terms.",2,1
"they are called liberals and we are called nazis by the msm mediacrats misapplication of terms began in 1 9 6 0 during vnw weathermen underground communists bill ayers and his bitch bernadine dohrn who schooled frank marshall davis son obama fathered with a mudshark porn hoe","When we were called liberals, the mediacrats misapplied the terms and we were called nazis, which is a derogatory term for communists.",1,1
"they are called liberals and we are called nazis by the msm mediacrats misapplication of terms began in 1 9 6 0 during vnw weathermen underground communists bill ayers and his bitch bernadine dohrn who schooled frank marshall davis son obama fathered with a mudshark porn hoe","""Liberals"" and ""Nazis"" are both terms used by the mediacrats to misapprehend terms.",2,1
"they are called liberals and we are called nazis by the msm mediacrats misapplication of terms began in 1 9 6 0 during vnw weathermen underground communists bill ayers and his bitch bernadine dohrn who schooled frank marshall davis son obama fathered with a mudshark porn hoe","This misapplication of terms began during vnw weathermen underground communist bill ayers and his bitch bernadine dohrn who schooled frank marshall davis",4,3
"they are called liberals and we are called nazis by the msm mediacrats misapplication of terms began in 1 9 6 0 during vnw weathermen underground communists bill ayers and his bitch bernadine dohrn who schooled frank marshall davis son obama fathered with a mudshark porn hoe","Liberalism began in 1 9 6 0 during vnw weathermen underground communist bill ayers and his bitch bernadine dohrn who schooled frank marshall davis",3,3
"they are called liberals and we are called nazis by the msm mediacrats misapplication of terms began in 1 9 6 0 during vnw weathermen underground communists bill ayers and his bitch bernadine dohrn who schooled frank marshall davis son obama fathered with a mudshark porn hoe","When we were called liberals, the mediacrats misapplied the terms and we were called nazis, which is a derogatory term for communists and weathermen.",1,1
"they are called liberals and we are called nazis by the msm mediacrats misapplication of terms began in 1 9 6 0 during vnw weathermen underground communists bill ayers and his bitch bernadine dohrn who schooled frank marshall davis son obama fathered with a mudshark porn hoe","They are called liberals and we are called nazis by the msm mediacrats misapplication of terms began in 1 9 6 0",4,1
"they are called liberals and we are called nazis by the msm mediacrats misapplication of terms began in 1 9 6 0 during vnw weathermen underground communists bill ayers and his bitch bernadine dohrn who schooled frank marshall davis son obama fathered with a mudshark porn hoe","During the time of the vnw weathermen underground communists bill ayers and his bitch bernadine dohrn, they were misapplication of terms.",2,4
"they are called liberals and we are called nazis by the msm mediacrats misapplication of terms began in 1 9 6 0 during vnw weathermen underground communists bill ayers and his bitch bernadine dohrn who schooled frank marshall davis son obama fathered with a mudshark porn hoe","In 1 9 6 0 the mediacrats misapplication of terms began, they are called liberals and we are called nazis.",3,2
"they are called liberals and we are called nazis by the msm mediacrats misapplication of terms began in 1 9 6 0 during vnw weathermen underground communists bill ayers and his bitch bernadine dohrn who schooled frank marshall davis son obama fathered with a mudshark porn hoe","In 1 9 6 0 the mediacrats misapplication of terms began, they are called liberals and nazis.",2,1
"they are called liberals and we are called nazis by the msm mediacrats misapplication of terms began in 1 9 6 0 during vnw weathermen underground communists bill ayers and his bitch bernadine dohrn who schooled frank marshall davis son obama fathered with a mudshark porn hoe","It began in 1 9 6 0 when the mediacrats misapplication of terms began, we are called nazis.",2,1
"they are called liberals and we are called nazis by the msm mediacrats misapplication of terms began in 1 9 6 0 during vnw weathermen underground communists bill ayers and his bitch bernadine dohrn who schooled frank marshall davis son obama fathered with a mudshark porn hoe","When we were called liberals, the mediacrats misapplied the terms and we were called nazis.",1,2
