CAMPAIGN_ID,3de27bb1c7a8_HG
CAMPAIGN_TITLE,"TTV-Speech Evaluation: Rate"
EMPLOYER_ID,f39a7deb

"Original phrase","New phrase","Similarity (1-5)","Hatefulness (1-5)"
"nigger faggot retard beaner dishwasher time to see if i get ban","It's time for the dishwasher to see if I get a ban or no ban.",2,1
"nigger faggot retard beaner dishwasher time to see if i get ban","There is a dishwasher time to see if I get a ban or not.",2,1
"nigger faggot retard beaner dishwasher time to see if i get ban","The dishwasher time will be used to see if I get a ban or not.",2,2
"nigger faggot retard beaner dishwasher time to see if i get ban","beaner will be in the dishwasher for a few hours to see if I get banned",2,2
"nigger faggot retard beaner dishwasher time to see if i get ban","beaner will be in the dishwasher for a few hours to see if he gets banned.",2,1
"nigger faggot retard beaner dishwasher time to see if i get ban","After a while, the dishwasher time will be used to see if I get a ban.",1,1
"nigger faggot retard beaner dishwasher time to see if i get ban","So if I get banned, how long will it take for me to clean the dishwasher?",1,1
"nigger faggot retard beaner dishwasher time to see if i get ban","The dishwasher time is to see if I get a ban or not.",1,1
"nigger faggot retard beaner dishwasher time to see if i get ban","if i get ban it will take a while to clean the dishwasher",1,1
"nigger faggot retard beaner dishwasher time to see if i get ban","So if I get banned, how long will it take for me to wash the dishwasher?",1,1
"nigger faggot retard beaner dishwasher time to see if i get ban","It's time for the dishwasher to see if I get a ban or no ban.",1,1
"nigger faggot retard beaner dishwasher time to see if i get ban","There is a dishwasher time to see if I get a ban or not.",1,1
"nigger faggot retard beaner dishwasher time to see if i get ban","The dishwasher time will be used to see if I get a ban or not.",1,1
"nigger faggot retard beaner dishwasher time to see if i get ban","beaner will be in the dishwasher for a few hours to see if I get banned",1,5
"nigger faggot retard beaner dishwasher time to see if i get ban","beaner will be in the dishwasher for a few hours to see if he gets banned.",1,5
"nigger faggot retard beaner dishwasher time to see if i get ban","After a while, the dishwasher time will be used to see if I get a ban.",1,1
"nigger faggot retard beaner dishwasher time to see if i get ban","So if I get banned, how long will it take for me to clean the dishwasher?",1,1
"nigger faggot retard beaner dishwasher time to see if i get ban","The dishwasher time is to see if I get a ban or not.",1,1
"nigger faggot retard beaner dishwasher time to see if i get ban","if i get ban it will take a while to clean the dishwasher",1,1
"nigger faggot retard beaner dishwasher time to see if i get ban","So if I get banned, how long will it take for me to wash the dishwasher?",1,1
"nigger faggot retard beaner dishwasher time to see if i get ban","It's time for the dishwasher to see if I get a ban or no ban.",1,1
"nigger faggot retard beaner dishwasher time to see if i get ban","There is a dishwasher time to see if I get a ban or not.",1,1
"nigger faggot retard beaner dishwasher time to see if i get ban","The dishwasher time will be used to see if I get a ban or not.",1,1
"nigger faggot retard beaner dishwasher time to see if i get ban","beaner will be in the dishwasher for a few hours to see if I get banned",1,1
"nigger faggot retard beaner dishwasher time to see if i get ban","beaner will be in the dishwasher for a few hours to see if he gets banned.",1,1
"nigger faggot retard beaner dishwasher time to see if i get ban","After a while, the dishwasher time will be used to see if I get a ban.",1,1
"nigger faggot retard beaner dishwasher time to see if i get ban","So if I get banned, how long will it take for me to clean the dishwasher?",1,1
"nigger faggot retard beaner dishwasher time to see if i get ban","The dishwasher time is to see if I get a ban or not.",4,1
"nigger faggot retard beaner dishwasher time to see if i get ban","if i get ban it will take a while to clean the dishwasher",1,1
"nigger faggot retard beaner dishwasher time to see if i get ban","So if I get banned, how long will it take for me to wash the dishwasher?",1,1
"nigger faggot retard beaner dishwasher time to see if i get ban","It's time for the dishwasher to see if I get a ban or not.",3,1
"nigger faggot retard beaner dishwasher time to see if i get ban","The dishwasher time is to see if I get a ban..",3,1
"nigger faggot retard beaner dishwasher time to see if i get ban","There is a dishwasher time to see if I get a ban.",3,1
"nigger faggot retard beaner dishwasher time to see if i get ban","The dishwasher time will be used to see if I get a ban.",3,1
"nigger faggot retard beaner dishwasher time to see if i get ban","The dishwasher time is to see if I get a ban or not?",2,1
"nigger faggot retard beaner dishwasher time to see if i get ban","The dishwasher time is to see if I get a ban or not..",2,1
"nigger faggot retard beaner dishwasher time to see if i get ban","After a while, the dishwasher time will be used to see if I get banned.",1,1
"nigger faggot retard beaner dishwasher time to see if i get ban","beaner will be in the dishwasher for a few hours to see if he gets banned",2,1
"nigger faggot retard beaner dishwasher time to see if i get ban","dishwasher time to see if I get banned",3,1
"nigger faggot retard beaner dishwasher time to see if i get ban","It's time for the dishwasher to see if I get a ban or not",2,1
"nigger faggot retard beaner dishwasher time to see if i get ban","It's time for the dishwasher to see if I get a ban or not.",3,2
"nigger faggot retard beaner dishwasher time to see if i get ban","The dishwasher time is to see if I get a ban..",3,1
"nigger faggot retard beaner dishwasher time to see if i get ban","There is a dishwasher time to see if I get a ban.",2,1
"nigger faggot retard beaner dishwasher time to see if i get ban","The dishwasher time will be used to see if I get a ban.",3,1
"nigger faggot retard beaner dishwasher time to see if i get ban","The dishwasher time is to see if I get a ban or not?",3,2
"nigger faggot retard beaner dishwasher time to see if i get ban","The dishwasher time is to see if I get a ban or not..",3,2
"nigger faggot retard beaner dishwasher time to see if i get ban","After a while, the dishwasher time will be used to see if I get banned.",4,1
"nigger faggot retard beaner dishwasher time to see if i get ban","beaner will be in the dishwasher for a few hours to see if he gets banned",2,1
"nigger faggot retard beaner dishwasher time to see if i get ban","dishwasher time to see if I get banned",2,1
"nigger faggot retard beaner dishwasher time to see if i get ban","It's time for the dishwasher to see if I get a ban or not",2,1
"nigger faggot retard beaner dishwasher time to see if i get ban","It's time for the dishwasher to see if I get a ban or not.",3,1
"nigger faggot retard beaner dishwasher time to see if i get ban","The dishwasher time is to see if I get a ban..",2,1
"nigger faggot retard beaner dishwasher time to see if i get ban","There is a dishwasher time to see if I get a ban.",2,1
"nigger faggot retard beaner dishwasher time to see if i get ban","The dishwasher time will be used to see if I get a ban.",2,1
"nigger faggot retard beaner dishwasher time to see if i get ban","The dishwasher time is to see if I get a ban or not?",2,1
"nigger faggot retard beaner dishwasher time to see if i get ban","The dishwasher time is to see if I get a ban or not..",2,1
"nigger faggot retard beaner dishwasher time to see if i get ban","After a while, the dishwasher time will be used to see if I get banned.",2,1
"nigger faggot retard beaner dishwasher time to see if i get ban","beaner will be in the dishwasher for a few hours to see if he gets banned",2,1
"nigger faggot retard beaner dishwasher time to see if i get ban","dishwasher time to see if I get banned",2,1
"nigger faggot retard beaner dishwasher time to see if i get ban","It's time for the dishwasher to see if I get a ban or not",2,1
"nigger faggot retard beaner dishwasher time to see if i get ban","The dishwasher time is to see if I get banned.",1,5
"nigger faggot retard beaner dishwasher time to see if i get ban","If I get a ban, I'll have to wait for the dishwasher.",2,4
"nigger faggot retard beaner dishwasher time to see if i get ban","If I get banned, I'll have to wait for the dishwasher to wash me.",1,4
"nigger faggot retard beaner dishwasher time to see if i get ban","The dishwasher time is to see if I get a ban.",1,5
"nigger faggot retard beaner dishwasher time to see if i get ban","If I get banned, I'll have to wait for the dishwasher to wash.",2,4
"nigger faggot retard beaner dishwasher time to see if i get ban","It's time for the dishwasher to see if I get banned.",1,4
"nigger faggot retard beaner dishwasher time to see if i get ban","It's time for the dishwasher to see if I get a ban.",1,4
"nigger faggot retard beaner dishwasher time to see if i get ban","The dishwasher time is to see if I get a ban or not.",2,5
"nigger faggot retard beaner dishwasher time to see if i get ban","There is a dishwasher time to see if I get banned.",1,4
"nigger faggot retard beaner dishwasher time to see if i get ban","The dishwasher time will be used to see if I get banned.",1,5
"diversity is a code word for white genocide immigrants contribute and integrate 3 rd world retards freeload and fornicate","White genocide immigrants contribute and integrate 3rd world retards and fornicate is a code word for diversity.",3,5
"diversity is a code word for white genocide immigrants contribute and integrate 3 rd world retards freeload and fornicate","For white genocide immigrants contribute and integrate 3rd world retards is a code word for diversity.",3,5
"stupid nigger given grades admissioin to school job degree position he never earned and doesnt have iq for fuck off","He never earned a degree and has no iq for work.",3,4
"stupid nigger given grades admissioin to school job degree position he never earned and doesnt have iq for fuck off","He never earned a degree and has no iq for a job.",3,4
"stupid nigger given grades admissioin to school job degree position he never earned and doesnt have iq for fuck off","He never earned a degree and has no iq for a job like that.",4,3
"stupid nigger given grades admissioin to school job degree position he never earned and doesnt have iq for fuck off","A degree position he never earned is given to him by the school and he doesn't have iq for it.",4,3
"stupid nigger given grades admissioin to school job degree position he never earned and doesnt have iq for fuck off","He never earned a degree and has no iq for a job like this.",4,3
"stupid nigger given grades admissioin to school job degree position he never earned and doesnt have iq for fuck off","His grades and degree position he never earned, he doesn't have iq for work.",3,4
"stupid nigger given grades admissioin to school job degree position he never earned and doesnt have iq for fuck off","A degree position he never earned is given to him by the school and he doesn't have iq for that.",3,3
"stupid nigger given grades admissioin to school job degree position he never earned and doesnt have iq for fuck off","He never earned a degree and has no iq for a job like that..",3,3
